ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
23554626;48;56.8;0;0;0;-84.8;26.83;11.33;0.15;26.86;8734;0.491;1.1161;0.1279;54.2618;6.3606;636507;645067;261.419;0;61;-0.557;13.513;23554574;1.1159;0.1279;54.2527;6.3606;0.767;364.809;11.61;26.72;4.456;3264.73;3308.64;1;23554574;-0.0856812;0.0670463;0.354418;-0.124125;-0.590087;1.02111;15.0401;5.75889;40.0761;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23554724;47.6;56.8;0;0;0;-84.5;28.01;12.37;0.3;28.01;8374;0.502;1.1164;0.1279;54.2748;6.3609;636582;645142;319.408;0;61;-0.955;12.812;23554626;1.1161;0.1279;54.2618;6.3606;0.768;365.233;12.51;29.97;4.48;3265;3308.91;1;23554627;-0.0573475;0.0683072;0.305593;-0.542921;-0.79806;1.02196;-12.5511;30.6449;46.1167;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23554775;47.9;56.8;0;0;0;-83.9;46.57;20.35;-0.32;46.42;8452;0.492;1.1167;0.1279;54.2916;6.3609;636633;645193;359.253;0;61;-1.974;13.839;23554724;1.1164;0.1279;54.2748;6.3609;0.769;365.758;21.97;50.22;4.293;3265.38;3309.29;1;23554724;0.0695614;0.0574484;0.259653;-0.207239;0.108006;1.0432;-59.3082;-2.32045;3.56638;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23554874;47.6;56.8;0;0;0;-84.7;34.88;15.47;0.21;34.9;8846;0.567;1.1171;0.1279;54.3098;6.3609;636713;645273;61.8228;0;61;-1.22;14.103;23554776;1.1167;0.1279;54.2916;6.3609;0.768;365.43;14.8;34.91;4.337;3265.64;3309.55;1;23554776;0.0997019;0.0791823;0.271646;-0.236899;-0.104562;1.04285;-35.8666;-16.6383;-28.196;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23554925;48.4;56.8;0;0;0;-84.6;20.47;8.64;-0.85;20.13;9004;0.484;1.1173;0.1279;54.3181;6.3609;636768;645328;104.312;0;61;-0.218;13.514;23554875;1.1171;0.1279;54.3098;6.3609;0.768;365.521;20.5;43.79;4.541;3266.05;3309.96;1;23554875;0.103187;0.0707784;0.338412;-0.844896;0.339041;1.03215;6.07566;-13.7404;-61.3443;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23555024;48.9;56.8;0;0;0;-84.5;9.06;3.64;-0.13;8.88;8695;0.407;1.1174;0.1279;54.3237;6.3613;636845;645405;165.33;0;61;0.394;12.451;23554926;1.1173;0.1279;54.3181;6.3609;0.769;366.067;6.53;16.66;4.619;3266.33;3310.24;1;23554926;0.0659335;0.0679984;0.389898;0.29458;-0.3282;0.982972;19.3321;20.9319;-40.4664;23554000;-37.71132570;145.03623051;86.27799742;4.04288181;0.00000000;4.74243361;3.36657994;
23555075;48.2;56.7;0;0;0;-83.9;17.24;7.19;0.42;17.49;8704;0.512;1.1175;0.1279;54.3289;6.3614;636898;645458;205.86;0;61;-0.034;13.079;23555025;1.1174;0.1279;54.3237;6.3613;0.772;367.509;-0.99;-2.23;4.458;3266.73;3310.64;1;23555025;0.000442834;0.075337;0.445823;0.158221;0.637818;0.950498;10.5946;-5.21314;-32.4415;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555143;48.6;56.7;0;0;0;-83.1;10.89;4.53;-0.3;10.66;8619;0.452;1.1176;0.128;54.3335;6.3619;636949;645509;245.994;0;61;0.198;12.329;23555075;1.1175;0.1279;54.3289;6.3614;0.774;368.263;12.23;26.4;4.467;3267;3310.91;1;23555077;-0.0289094;0.0648169;0.486036;-0.0331282;0.0154529;0.956213;74.6067;-5.36563;-43.6848;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555226;48.5;56.7;0;0;0;-83.5;15.3;6.14;-0.03;15.23;8278;0.412;1.1178;0.128;54.3406;6.362;637023;645583;303.085;0;61;0.06;12.078;23555164;1.1176;0.128;54.3342;6.3619;0.777;369.652;-0.31;-1.42;4.328;3267.38;3311.29;1;23555164;-0.178519;0.0737127;0.510918;0.0709721;0.722485;0.969641;-7.83243;14.28;3.98482;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555293;48.1;56.7;0;0;0;-84;26.33;10.7;0.38;26.45;8247;0.451;1.1179;0.128;54.3487;6.362;637072;645632;341.589;0;61;-0.442;12.811;23555226;1.1178;0.128;54.3406;6.362;0.778;370.225;3.8;12.18;4.244;3267.64;3311.55;1;23555226;-0.18874;0.0809869;0.491559;0.174763;1.28702;0.989236;-66.7475;3.9626;27.3043;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555375;48.7;56.7;0;0;0;-84.1;22.12;8.66;-0.35;21.93;8232;0.399;1.1182;0.128;54.36;6.362;637146;645706;39.3767;0;61;-0.112;12.538;23555294;1.1179;0.128;54.3487;6.362;0.779;370.623;10.38;27.5;4.229;3267.9;3311.81;1;23555294;-0.125243;0.0820074;0.456396;-0.164518;-0.263382;1.02118;-84.7276;-9.97246;34.2774;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555466;48.2;56.7;0;0;0;-84.1;13.78;5.5;0.3;13.92;8050;0.438;1.1183;0.128;54.3669;6.3626;637218;645778;95.387;0;61;0.104;11.811;23555375;1.1182;0.128;54.36;6.362;0.78;371.359;0.42;2.29;4.22;3268.28;3312.18;1;23555375;-0.00774353;0.0905568;0.398956;-0.0861054;0.212814;1.0177;-60.1779;22.8117;31.2708;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555559;47.7;56.7;0;0;0;-83.8;14.07;6.05;0.34;14.18;7879;0.479;1.1185;0.128;54.3754;6.3638;637288;645848;150.063;0;61;-0.015;11.486;23555466;1.1183;0.128;54.3669;6.3626;0.783;372.48;9;24.7;4.127;3268.65;3312.55;1;23555467;0.105094;0.0745914;0.376434;-0.424286;-0.109489;0.997572;-7.66858;15.9484;-3.51719;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555645;48.9;56.7;0;0;0;-84.1;14.37;6.58;-0.5;14.07;7789;0.433;1.1187;0.128;54.386;6.3662;637358;645918;204.855;0;61;-0.04;11.274;23555559;1.1185;0.128;54.3754;6.3638;0.785;373.569;19.27;46.89;4.04;3269.01;3312.91;1;23555559;0.152907;0.063811;0.401965;-0.034955;-1.5712;0.982534;44.8559;-8.77086;-48.3702;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555742;49.1;56.7;0;0;0;-85.5;14.71;7.34;-0.21;14.39;7571;0.326;1.1189;0.1281;54.3973;6.3688;637427;645987;258.202;0;61;-0.251;11.026;23555645;1.1187;0.128;54.386;6.3662;0.787;374.478;3.96;8.16;3.996;3269.36;3313.27;1;23555646;-0.00488574;0.0734886;0.471705;0.91669;0.22613;0.944775;79.3888;-41.8066;-20.2083;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555795;48.9;56.6;0;0;0;-84.9;13.43;5.21;0.18;13.45;7445;0.345;1.119;0.1281;54.402;6.369;637471;646031;293.035;0;61;0.108;10.95;23555742;1.1189;0.1281;54.3973;6.3688;0.789;375.282;-3.68;-14.17;3.881;3269.71;3313.62;1;23555742;-0.170815;0.0844341;0.52065;0.565515;1.61084;0.949129;67.0471;-12.2355;-8.80964;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555892;48.3;56.7;0;0;0;-82.8;19.66;7.19;0.22;19.81;7375;0.412;1.1192;0.1281;54.4096;6.3693;637538;646098;344.509;0;61;0.007;11.296;23555796;1.119;0.1281;54.402;6.3693;0.79;375.992;-1.48;-5.81;3.817;3269.94;3313.85;1;23555796;-0.195508;0.0904319;0.516264;0.482702;1.85719;0.939961;-24.1892;-7.62631;24.4355;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23555945;48.7;56.6;0;0;0;-80.6;17.69;6.19;-0.31;17.49;7444;0.399;1.1193;0.1281;54.4154;6.3693;637583;646143;19.7771;0;61;0.285;11.316;23555892;1.1192;0.1281;54.4096;6.3693;0.792;376.804;9;25.54;3.783;3270.28;3314.19;1;23555892;-0.149547;0.0817908;0.463161;-0.275228;-0.339574;0.981822;-14.0996;-17.4304;38.5362;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23556010;48.8;56.6;0;0;0;-81.2;15.89;5.61;-0.06;15.76;7408;0.379;1.1194;0.1281;54.4202;6.3693;637627;646187;54.4259;0;61;0.312;11.162;23555946;1.1193;0.1281;54.4154;6.3693;0.793;377.375;3.14;9.34;3.818;3270.51;3314.42;1;23555946;-0.133784;0.0759577;0.418268;0.512677;-0.241312;0.964806;-9.82454;6.45164;54.6448;23555000;-37.71136051;145.03624546;86.30961574;4.07627371;0.00000000;4.74175862;3.36753059;
23556065;48.6;56.6;0;0;0;-82.8;2.88;1.01;0.2;3;7274;0.396;1.1194;0.1281;54.4211;6.3695;637671;646231;88.2339;0;61;0.662;10.195;23556010;1.1194;0.1281;54.4202;6.3693;0.794;377.992;0.98;2.1;3.799;3270.74;3314.65;1;23556010;-0.0895306;0.0761465;0.355195;0.274806;-0.221491;0.967197;-61.0883;12.3489;63.1523;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556125;48.5;56.6;0;0;0;-82.4;29.24;10.39;-0.04;29.2;7173;0.377;1.1196;0.1281;54.4294;6.3695;637713;646273;121.399;0;61;-0.279;11.361;23556076;1.1194;0.1281;54.4211;6.3695;0.796;378.979;5.31;15.47;3.731;3270.96;3314.87;1;23556076;0.0157961;0.0695815;0.29928;0.542052;-1.37189;0.95913;-52.1911;-13.4746;42.776;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556225;48.4;56.6;0;0;0;-84;10.73;3.64;0.13;10.79;7210;0.414;1.1197;0.1281;54.434;6.3695;637778;646338;171.654;0;61;0.508;10.613;23556126;1.1196;0.1281;54.4294;6.3695;0.797;379.226;3.74;13.02;3.677;3271.18;3315.09;1;23556126;0.0835039;0.087281;0.272536;-0.519367;0.731031;0.991143;-65.5387;6.47721;22.8374;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556276;48.9;56.6;0;0;0;-84.5;12.53;4.12;-0.32;12.26;7158;0.336;1.1198;0.1281;54.4374;6.3695;637821;646381;205.25;0;61;0.498;10.513;23556225;1.1197;0.1281;54.434;6.3695;0.799;380.357;8.72;24.31;3.698;3271.52;3315.43;1;23556226;0.197105;0.0780588;0.257165;-0.404936;-0.908017;0.966316;6.47447;-4.26476;-22.0902;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556375;48.6;56.6;0;0;0;-84;21.19;7.41;0.04;21.27;7099;0.361;1.12;0.1281;54.4463;6.3696;637885;646445;254.846;0;61;0.034;10.964;23556276;1.1198;0.1281;54.4374;6.3695;0.801;381.01;-0.85;-2.66;3.672;3271.73;3315.64;1;23556276;0.162687;0.0883826;0.278317;0.29713;0.368578;0.947277;-12.3427;5.96694;-13.9228;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556426;48.9;56.6;0;0;0;-83.9;-5.79;-1.63;0.02;-5.94;7038;0.317;1.12;0.1281;54.4465;6.371;637927;646487;287.766;0;61;0.786;9.254;23556376;1.12;0.1281;54.4463;6.3696;0.802;381.669;2.44;10.18;3.64;3272.06;3315.97;1;23556376;0.155727;0.0871809;0.349414;-0.636374;0.884264;0.996691;43.2767;6.66731;-69.3998;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556515;48.7;56.6;0;0;0;-82.1;6.68;1.99;-0.04;6.74;6720;0.346;1.12;0.1281;54.4489;6.3711;637987;646547;334.232;0;61;0.658;9.632;23556426;1.12;0.1281;54.4465;6.371;0.804;382.733;-1.01;-2.99;3.609;3272.28;3316.19;1;23556426;0.0809589;0.0750617;0.394655;0.448819;-0.393679;0.97836;34.697;20.7119;-26.9327;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556577;48.9;56.5;0;0;0;-80.5;2.82;0.8;0.04;2.74;6559;0.303;1.12;0.1281;54.4497;6.3711;638026;646586;4.78766;0;61;0.752;9.128;23556516;1.12;0.1281;54.4489;6.3711;0.807;383.925;1.77;7.55;3.446;3272.59;3316.49;1;23556516;-0.0267997;0.075037;0.426945;-0.153516;0.352425;1.02301;68.3285;7.53534;-7.11892;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556666;48.9;56.5;0;0;0;-78.1;2.8;0.9;0.01;2.85;6468;0.319;1.1201;0.1281;54.4512;6.3714;638083;646643;49.9275;0;61;0.595;9.072;23556577;1.12;0.1281;54.4497;6.3711;0.809;384.796;-0.39;-2.1;3.362;3272.78;3316.69;1;23556577;-0.0989164;0.0866904;0.421284;0.0419995;0.498211;1.01374;56.7691;9.49166;14.1293;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556726;48.8;56.5;0;0;0;-77.1;1.19;0.32;-0.01;1.18;6347;0.334;1.1201;0.1281;54.4514;6.3715;638121;646681;79.1731;0;61;0.712;8.79;23556666;1.1201;0.1281;54.4512;6.3714;0.811;386.035;0.19;0.35;3.318;3273.08;3316.99;1;23556666;-0.158464;0.0869523;0.382829;0.0983818;0.341036;0.979931;5.84445;9.98971;32.9574;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556793;49.1;56.5;0;0;0;-77.2;-1.05;-0.04;-0.24;-1.32;6242;0.245;1.1201;0.1282;54.4524;6.372;638158;646718;108.219;0;61;0.784;8.422;23556726;1.1201;0.1281;54.4514;6.3715;0.813;386.893;1.73;5.5;3.255;3273.28;3317.19;1;23556726;-0.153415;0.0803866;0.339661;0.0989105;0.385507;0.975463;5.67245;2.45266;43.8636;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556909;49;56.5;0;0;0;-76.7;-3;-0.57;0.11;-2.92;6126;0.255;1.1201;0.1282;54.4531;6.3738;638213;646773;151.357;0;61;0.782;8.281;23556826;1.1201;0.1282;54.4524;6.3736;0.816;388.305;0.2;1.05;3.199;3273.56;3317.47;1;23556826;-0.138649;0.0848747;0.26249;-0.111077;-0.271328;0.967904;3.34191;2.89662;60.1453;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23556966;49.1;56.4;0;0;0;-78.8;-15.45;-3.24;0;-15.41;5954;0.247;1.1201;0.1283;54.4531;6.3775;638266;646826;192.588;0;61;0.962;7.157;23556910;1.1201;0.1282;54.4531;6.3738;0.818;389.128;-2.67;-12.17;3.141;3273.75;3317.66;1;23556910;-0.125641;0.095239;0.204119;-0.248269;0.593851;0.990766;15.2375;18.0497;54.1654;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23557027;49.1;56.4;0;0;0;-79.6;-16.68;-3.33;0;-16.66;5736;0.223;1.1201;0.1283;54.4531;6.3803;638300;646860;218.943;0;61;0.912;6.646;23556976;1.1201;0.1283;54.4531;6.3779;0.821;390.747;-2.87;-13.32;3.053;3274.02;3317.93;1;23556976;-0.0986151;0.0938149;0.108234;-0.408724;-0.136841;0.954719;-19.3943;7.54295;57.3371;23556000;-37.71139421;145.03626136;86.53924990;3.96930025;0.00000000;4.74139544;3.36804191;
23557094;48.8;56.4;0;0;0;-80.2;-3.89;-0.74;0.15;-3.64;5479;0.289;1.1201;0.1283;54.4531;6.3813;638332;646892;243.774;0;61;0.504;7.139;23557028;1.1201;0.1283;54.4531;6.3806;0.823;391.802;-2.93;-15.15;2.939;3274.2;3318.11;1;23557028;-0.0635832;0.0908248;0.0449247;0.098044;-0.619853;0.968383;-24.926;2.26093;69.4501;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557176;48.9;56.4;0;0;0;-81.1;5.77;1.38;-0.01;5.75;5108;0.263;1.1201;0.1283;54.4549;6.3814;638377;646937;278.992;0;61;0.609;7.255;23557094;1.1201;0.1283;54.4531;6.3813;0.825;392.644;2.22;8.57;2.81;3274.36;3318.27;1;23557095;-0.0166628;0.0656589;-0.015192;0.399116;-0.265354;1.02302;18.2557;2.02112;45.4413;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557265;48.3;56.4;0;0;0;-82.2;25.82;6.81;0.08;26.05;4860;0.306;1.1203;0.1283;54.4619;6.3814;638421;646981;312.463;0;61;0.277;8.063;23557177;1.1201;0.1283;54.4549;6.3814;0.827;393.639;0.99;3.96;2.62;3274.59;3318.5;1;23557177;-0.0151182;0.0757768;-0.091585;-0.0835863;-0.276755;1.06655;-49.2641;-6.10283;47.7329;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557328;48.6;56.4;0;0;0;-82.8;27.07;6.59;-0.14;26.92;4750;0.283;1.1204;0.1283;54.4678;6.3814;638449;647009;334.162;0;61;0.453;7.873;23557266;1.1203;0.1283;54.4619;6.3814;0.828;394.034;9.95;38.62;2.492;3274.81;3318.72;1;23557266;0.0663428;0.0648201;-0.155286;-0.307606;-0.22693;1.11799;5.59238;5.42027;29.9424;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557395;48.3;56.3;0;0;0;-82.8;34.45;8.83;0.15;34.57;4674;0.31;1.1205;0.1283;54.4745;6.3814;638476;647036;355.697;0;61;0.221;8.212;23557328;1.1204;0.1283;54.4678;6.3814;0.829;394.26;6.07;25.25;2.435;3274.95;3318.86;1;23557328;0.0550534;0.0757019;-0.184495;-0.143447;0.121557;1.11001;-26.1136;-5.13482;28.4613;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557477;48.6;56.3;0;0;0;-82.3;25.22;6.11;-0.13;25.08;4693;0.277;1.1207;0.1283;54.4825;6.3814;638518;647078;28.6739;0;61;0.478;7.815;23557395;1.1205;0.1283;54.4745;6.3814;0.829;394.343;10.1;38.32;2.397;3275.1;3319.01;1;23557395;0.0801583;0.0761043;-0.212329;-0.436332;-0.192139;1.11576;-23.6077;-7.62405;23.6026;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557553;48.7;56.3;0;0;0;-82.4;16.22;3.63;-0.06;16.12;4644;0.248;1.1208;0.1283;54.4857;6.3814;638546;647106;50.5007;0;61;0.652;7.292;23557477;1.1207;0.1283;54.4825;6.3814;0.83;394.712;4.54;19.48;2.407;3275.31;3319.22;1;23557477;0.119499;0.0841051;-0.258976;-0.115231;-0.463444;1.06316;-2.15061;-3.14544;37.5644;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557626;48.8;56.3;0;0;0;-83.3;9.15;1.88;0;9.1;4428;0.235;1.1208;0.1283;54.4882;6.3814;638586;647146;81.1226;0;61;0.724;6.612;23557553;1.1208;0.1283;54.4857;6.3814;0.83;395.138;2.08;10.54;2.381;3275.46;3319.37;1;23557553;0.118504;0.0844679;-0.291539;-0.222486;0.196414;1.02529;-3.86932;16.7819;26.62;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557715;48.9;56.3;0;0;0;-83;7.96;1.57;0;7.9;4289;0.218;1.1209;0.1283;54.4902;6.3814;638624;647184;110.86;0;61;0.735;6.376;23557626;1.1208;0.1283;54.4882;6.3814;0.832;395.986;1.69;8.35;2.27;3275.66;3319.57;1;23557626;0.125499;0.081383;-0.32889;0.183097;-0.0734644;0.983592;-22.2485;-0.717262;20.0084;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557777;48.8;56.3;0;0;0;-83;6.73;1.3;0;6.74;4218;0.219;1.1209;0.1283;54.4912;6.3814;638649;647209;130.565;0;61;0.71;6.214;23557716;1.1209;0.1283;54.4902;6.3814;0.834;396.854;0.29;2.35;2.199;3275.85;3319.76;1;23557716;0.169703;0.0858736;-0.359316;-0.110212;-0.258287;0.964424;-13.8497;-5.65016;15.9783;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557865;48.6;56.2;0;0;0;-83.8;15.23;3.09;0.12;15.34;4015;0.245;1.1209;0.1283;54.4945;6.3814;638685;647245;158.069;0;61;0.539;6.356;23557777;1.1209;0.1283;54.4912;6.3814;0.835;397.43;0.92;5.67;2.164;3275.98;3319.89;1;23557777;0.173251;0.0773902;-0.378279;0.0983724;0.0270023;0.947953;-6.68995;0.14476;17.2442;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557928;48.7;56.2;0;0;0;-83.6;19.68;3.87;0.81;19.57;3885;0.25;1.121;0.1283;54.4977;6.3814;638707;647267;176.03;0;61;-0.762;6.362;23557866;1.1209;0.1283;54.4945;6.3814;0.837;398.083;5.2;25.65;2.059;3276.17;3320.07;1;23557866;0.159857;0.0645112;-0.40657;-0.271382;0.129796;0.972819;-24.8153;2.39978;18.4532;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23557994;48.7;56.2;0;0;0;-83.9;25.72;5.59;-0.22;25.63;3974;0.238;1.1211;0.1283;54.5023;6.3814;638731;647291;194.839;0;61;-1.375;6.994;23557928;1.121;0.1283;54.4977;6.3814;0.837;398.43;4.97;24.36;1.993;3276.28;3320.19;1;23557928;0.193807;0.0717038;-0.421623;-0.177386;-0.521906;0.987326;-30.9462;-18.1837;1.36661;23557000;-37.71142338;145.03627405;86.46098441;3.61346525;0.00000000;4.74176232;3.36752538;
23558077;48.6;56.2;0;0;0;-83.8;23.31;5;0.17;23.31;3985;0.266;1.1212;0.1283;54.5082;6.3814;638767;647327;222.894;0;61;-1.257;6.88;23557995;1.1211;0.1283;54.5023;6.3814;0.838;398.657;3.51;17.84;2.039;3276.41;3320.32;1;23557995;0.207276;0.0774629;-0.418315;-0.047843;0.364502;0.996029;-5.33058;-6.751;-5.6277;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558143;48.6;56.2;0;0;0;-84.6;27.29;6.03;0.11;27.22;4055;0.272;1.1213;0.1283;54.5131;6.3814;638792;647352;241.99;0;61;-1.755;7.207;23558077;1.1212;0.1283;54.5082;6.3814;0.839;399.059;5.92;28.59;2.045;3276.59;3320.5;1;23558077;0.185147;0.0643861;-0.40754;-0.439926;0.0229004;0.991802;3.28781;-3.90803;-18.607;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558226;48.6;56.2;0;0;0;-84.3;26.09;5.87;-0.71;26.01;4223;0.26;1.1215;0.1283;54.5202;6.3814;638831;647391;271.823;0;61;0.31;7.287;23558144;1.1213;0.1283;54.5131;6.3814;0.839;399.253;5.73;25.47;2.081;3276.72;3320.62;1;23558144;0.169656;0.0705501;-0.382364;-0.229327;0.0383505;0.994042;-6.00885;-15.8325;-32.7366;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558315;48.5;56.1;0;0;0;-84.2;29.72;6.99;0.03;29.74;4308;0.276;1.1217;0.1283;54.5286;6.3814;638870;647430;302.138;0;61;0.434;7.556;23558226;1.1215;0.1283;54.5202;6.3814;0.84;399.528;5.66;26;2.167;3276.91;3320.82;1;23558226;0.156529;0.0623305;-0.339509;-0.117718;-0.0336218;0.994819;-4.69029;7.0538;-32.0132;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558378;48.6;56.2;0;0;0;-84.1;34.56;8.55;-0.06;34.48;4406;0.269;1.1218;0.1283;54.5356;6.3814;638896;647456;323.185;0;61;0.297;7.964;23558316;1.1217;0.1283;54.5286;6.3814;0.84;399.673;7.15;30.57;2.21;3277.11;3321.02;1;23558316;0.132939;0.0611995;-0.274545;0.205796;-0.125939;1.00487;42.5272;-4.44229;-46.5537;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558465;48.4;56.1;0;0;0;-84.7;33;7.95;0.06;33.08;4317;0.275;1.122;0.1283;54.5449;6.3814;638935;647495;353.288;0;61;0.338;7.704;23558378;1.1218;0.1283;54.5356;6.3814;0.84;399.653;5.34;23.72;2.26;3277.25;3321.16;1;23558378;0.0581687;0.0663413;-0.229235;0.0523366;0.472899;1.00408;36.1655;11.4087;-39.8509;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558526;48.7;56.1;0;0;0;-84.2;21.54;4.59;-0.14;21.34;4243;0.24;1.1221;0.1283;54.5493;6.3814;638960;647520;13.1072;0;61;0.648;6.944;23558466;1.122;0.1283;54.5449;6.3814;0.84;399.694;7.9;34.38;2.212;3277.45;3321.36;1;23558466;-0.0114404;0.0625535;-0.179067;-0.285804;0.616419;1.02017;13.2566;16.9712;-20.4913;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558615;48.8;56.1;0;0;0;-84.9;27.33;6.31;-0.02;27.31;4232;0.229;1.1222;0.1283;54.557;6.3814;638999;647559;42.8721;0;61;0.476;7.341;23558527;1.1221;0.1283;54.5493;6.3814;0.841;399.94;3.16;15.74;2.175;3277.58;3321.49;1;23558527;-0.027033;0.0792447;-0.159767;0.0204427;-0.174012;1.00993;0.424178;-9.44861;-23.6175;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558677;48.5;56.1;0;0;0;-84.5;17.15;3.71;0.2;17.36;4142;0.266;1.1223;0.1283;54.5594;6.3814;639023;647583;61.8865;0;61;0.591;6.65;23558616;1.1222;0.1283;54.557;6.3814;0.841;400.141;2.27;12.52;2.169;3277.78;3321.68;1;23558616;-0.0875271;0.0728507;-0.141285;0.145624;0.416293;1.01867;30.5541;12.8129;4.83263;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
