ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
23558859;48.7;56.1;0;0;0;-84;24.58;5.26;-0.1;24.43;4059;0.235;1.1224;0.1283;54.5664;6.3814;639059;647619;90.0634;0;61;0.482;6.79;23558677;1.1223;0.1283;54.5594;6.3814;0.842;400.474;8.21;36.22;2.123;3277.91;3321.81;1;23558677;-0.125654;0.0572832;-0.166338;-0.0232898;0.286386;0.996701;-11.1906;14.5678;32.8094;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558916;48.8;56.1;0;0;0;-83.4;27.24;6.46;0;27.22;4308;0.251;1.1227;0.1283;54.5796;6.3814;639124;647684;140.644;0;61;0.447;7.355;23558860;1.1224;0.1283;54.5664;6.3814;0.842;400.763;2.85;14.03;2.082;3278.09;3322;1;23558860;-0.0757525;0.0916916;-0.221084;-0.250857;-0.0246419;0.984431;-39.0361;-17.8936;29.339;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23558978;48.7;56.1;0;0;0;-83.3;15.29;3.15;0;15.36;4224;0.24;1.1228;0.1283;54.582;6.3814;639149;647709;159.667;0;61;0.653;6.68;23558916;1.1227;0.1283;54.5799;6.3814;0.843;401.021;2.51;11.43;2.21;3278.42;3322.33;1;23558916;-0.0917388;0.0648099;-0.298414;0.18448;0.0535866;1.00503;3.60516;22.1109;42.067;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23559044;48.1;56.1;0;0;0;-83.5;32.58;7.36;1.43;32.84;3954;0.314;1.1229;0.1283;54.5869;6.3814;639171;647733;177.431;0;61;-0.918;7.009;23558978;1.1228;0.1283;54.582;6.3814;0.844;401.361;3.8;18.55;2.166;3278.55;3322.45;1;23558978;-0.0889663;0.0652595;-0.342316;0.0341588;0.259898;0.993974;-53.7693;17.1002;44.204;23558000;-37.71143757;145.03628995;86.43565577;2.77787102;0.00000000;4.74245495;3.36654988;
23559127;48.8;56.1;0;0;0;-84;31.05;7.35;-0.45;30.71;3950;0.237;1.1231;0.1283;54.597;6.3814;639206;647768;205.096;0;61;-1.557;7.046;23559044;1.1229;0.1283;54.5869;6.3814;0.844;401.421;13.59;56.46;2.026;3278.66;3322.58;1;23559044;-0.00623379;0.0489573;-0.38047;-0.12217;-0.264338;1.01112;-53.0065;1.03715;25.7432;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559194;48.5;56.1;0;0;0;-84.8;28.83;6.34;0.34;29.02;3886;0.274;1.1232;0.1283;54.6015;6.3814;639230;647792;223.116;0;61;-1.483;6.942;23559127;1.1231;0.1283;54.597;6.3814;0.844;401.431;2.77;14.94;2.027;3278.84;3322.76;1;23559127;0.103358;0.0800002;-0.39445;0.277316;-0.74517;1.00884;-39.9542;1.30621;-5.82555;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559277;48.4;56.1;0;0;0;-85.9;35.67;7.98;-0.24;35.65;3821;0.275;1.1234;0.1283;54.6111;6.3814;639264;647826;249.831;0;61;-1.829;7.108;23559194;1.1232;0.1283;54.6015;6.3814;0.844;401.563;7.85;35.4;1.992;3278.96;3322.88;1;23559194;0.127929;0.0658959;-0.375237;0.0172131;-0.0860706;1.02512;34.4368;2.81006;-20.1504;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559365;48.6;56.1;0;0;0;-85.7;33.01;7.09;0.12;32.92;3724;0.232;1.1235;0.1283;54.6201;6.3814;639297;647859;275.756;0;61;-1.765;6.87;23559277;1.1234;0.1283;54.6111;6.3814;0.844;401.542;8.36;36.22;1.96;3279.14;3323.05;1;23559277;0.0709553;0.0731402;-0.337677;-0.278143;0.0170442;1.02096;42.8303;-0.392398;-32.0553;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559427;48.6;56.1;0;0;0;-84.6;17.18;3.09;-0.15;17.09;3551;0.229;1.1236;0.1283;54.6227;6.3814;639318;647880;291.918;0;61;-0.675;5.741;23559365;1.1235;0.1283;54.6201;6.3814;0.844;401.606;4.84;25;1.908;3279.31;3323.23;1;23559365;-0.0208557;0.0721831;-0.293656;-0.0915735;0.982401;1.01411;6.56212;22.9325;-13.0952;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559495;48.3;56.1;0;0;0;-84.7;37.7;7.63;0.4;37.95;3278;0.27;1.1237;0.1283;54.6282;6.3814;639337;647899;306.476;0;61;-1.517;6.348;23559428;1.1236;0.1283;54.6227;6.3814;0.845;401.931;4.97;25.07;1.82;3279.41;3323.33;1;23559428;-0.0408399;0.0693944;-0.299437;0.0213954;-0.137846;0.995461;0.842183;6.93848;10.3422;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559577;48.4;56.1;0;0;0;-85.8;46.59;9.72;-0.22;46.54;3057;0.253;1.124;0.1283;54.6402;6.3814;639364;647926;327.534;0;61;-1.691;6.557;23559495;1.1237;0.1283;54.6282;6.3814;0.845;401.948;11.02;50.9;1.68;3279.51;3323.43;1;23559495;-0.0494021;0.0586454;-0.313968;0.0300808;0.231948;1.00899;21.0877;4.66911;14.4058;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559645;48.4;56;0;0;0;-85.3;43.62;8.86;0.21;43.61;3038;0.263;1.1241;0.1283;54.6473;6.3814;639382;647944;341.578;0;61;-1.767;6.435;23559578;1.124;0.1283;54.6402;6.3814;0.844;401.742;8.96;43.37;1.568;3279.65;3323.57;1;23559578;-0.0636073;0.0722801;-0.336474;-0.191683;-0.0399125;1.01748;-24.2437;-6.4269;9.83867;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559729;48.3;56.1;0;0;0;-84.7;42.68;9.03;-0.08;42.72;3143;0.269;1.1243;0.1283;54.658;6.3814;639410;647972;3.80469;0;61;-1.572;6.648;23559645;1.1241;0.1283;54.6473;6.3814;0.844;401.66;9.07;42.23;1.559;3279.74;3323.66;1;23559645;-0.029976;0.0788248;-0.339678;-0.25502;-0.372138;1.02128;-3.15818;-15.9866;1.45409;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559783;47.8;56.1;0;0;0;-84.4;61.88;14.48;0.24;62.1;3047;0.301;1.1245;0.1283;54.6688;6.3814;639428;647990;17.7913;0;61;-2.345;7.261;23559729;1.1243;0.1283;54.658;6.3814;0.844;401.53;10.92;50.23;1.612;3279.89;3323.8;1;23559729;-0.036931;0.063554;-0.336871;0.113752;0.241584;1.02557;15.2594;-4.43996;-2.57695;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559878;48.2;56.1;0;0;0;-84.4;62.88;14.66;-0.06;62.72;3021;0.274;1.1249;0.1283;54.6872;6.3814;639455;648017;38.5674;0;61;-2.135;7.303;23559795;1.1245;0.1283;54.6688;6.3814;0.843;401.071;17.63;72.67;1.563;3279.98;3323.9;1;23559796;-0.0671542;0.0438658;-0.341448;-0.220706;0.364684;1.03071;-17.2373;8.40769;8.74119;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23559935;48.2;56.1;0;0;0;-85.9;47.65;10.41;-0.21;47.66;3142;0.271;1.1251;0.1283;54.6956;6.3814;639474;648036;53.6706;0;61;-1.965;6.883;23559878;1.1249;0.1283;54.6872;6.3814;0.841;400.296;11.09;50.67;1.549;3280.12;3324.03;1;23559879;-0.0335136;0.0718572;-0.358346;-0.356352;0.0530347;1.02363;-18.3183;-8.50204;9.81447;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23560027;48.5;56.1;0;0;0;-85;41.98;9.01;0.09;41.82;3258;0.245;1.1253;0.1283;54.7071;6.3814;639504;648066;76.672;0;61;-1.83;6.732;23559945;1.1251;0.1283;54.6956;6.3814;0.841;400.122;11.85;52.54;1.611;3280.21;3324.13;1;23559945;-0.00189384;0.0647835;-0.360084;-0.0416947;-0.312095;1.00662;-5.60883;-9.32126;-3.14103;23559000;-37.71143919;145.03631181;86.64983262;2.10580393;0.00000000;4.73934386;3.37092819;
23560095;48.5;56.1;0;0;0;-85.2;32.59;6.52;0;32.63;3287;0.259;1.1254;0.1283;54.7123;6.3814;639524;648086;92.2266;0;61;-1.286;6.352;23560028;1.1253;0.1283;54.7071;6.3814;0.841;399.983;6.25;30.83;1.672;3280.37;3324.29;1;23560028;0.020257;0.073089;-0.347269;-0.0852588;-0.0817719;0.97716;-16.744;-0.57714;-9.03867;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560178;48.3;56.2;0;0;0;-85.9;42.53;8.9;-0.04;42.59;3188;0.259;1.1257;0.1283;54.7227;6.3814;639552;648114;114.603;0;61;-1.815;6.611;23560095;1.1254;0.1283;54.7123;6.3814;0.841;400.093;7.6;36.34;1.686;3280.47;3324.39;1;23560095;0.0430513;0.064248;-0.332679;0.0522626;0.00575025;0.966021;-30.7376;0.303081;-18.4871;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560235;48.2;56.2;0;0;0;-85.7;48.49;10.39;0.22;48.57;3085;0.276;1.1258;0.1283;54.7308;6.3814;639570;648132;128.659;0;61;-1.699;6.73;23560178;1.1257;0.1283;54.7227;6.3814;0.841;400.009;9.73;45.5;1.635;3280.62;3324.54;1;23560178;0.0836117;0.0623412;-0.301917;-0.0804836;-0.0957315;0.974662;-19.1737;3.84889;-20.6022;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560361;48.6;56.2;0;0;0;-85;33.01;6.36;-0.18;32.86;3080;0.216;1.1261;0.1283;54.742;6.3814;639607;648169;157.447;0;61;-1.261;6.017;23560235;1.1258;0.1283;54.7308;6.3814;0.84;399.853;12.04;53.3;1.584;3280.71;3324.63;1;23560236;0.103645;0.0559191;-0.279865;-0.288527;0.0923707;0.993294;-4.75194;2.14041;-20.7903;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560416;48.7;56.2;0;0;0;-84.2;23.94;4.11;-0.05;23.87;3031;0.195;1.1261;0.1283;54.7454;6.3814;639625;648187;171.514;0;61;-0.922;5.482;23560361;1.1261;0.1283;54.742;6.3814;0.841;400.054;4.58;27.05;1.58;3280.9;3324.82;1;23560361;0.114762;0.0720381;-0.218043;-0.0825488;-0.122419;0.970625;-1.93119;8.02675;-30.6838;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560479;48.7;56.2;0;0;0;-84.3;18.6;2.9;-0.37;18.59;2907;0.191;1.1262;0.1283;54.7478;6.3814;639643;648205;184.881;0;61;-0.647;4.941;23560416;1.1261;0.1283;54.7454;6.3814;0.841;400.332;3.43;22.16;1.554;3280.99;3324.91;1;23560416;0.118386;0.0711016;-0.18371;-0.0148883;-0.0877344;0.960584;5.53469;15.7225;-32.6384;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560535;48.7;56.2;0;0;0;-83.4;24.83;4.09;0.09;24.84;2842;0.197;1.1262;0.1283;54.7511;6.3814;639659;648221;197.953;0;61;-0.869;5.235;23560479;1.1262;0.1283;54.7478;6.3814;0.842;400.701;3.51;23.15;1.49;3281.08;3325;1;23560479;0.115987;0.0712752;-0.1431;-0.148783;-0.293337;0.95853;-10.7144;2.02445;-45.4496;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560629;48.7;56.2;0;0;0;-84;21.42;3.39;-0.05;21.4;2792;0.187;1.1263;0.1283;54.7553;6.3814;639684;648246;217.347;0;61;-0.728;5.022;23560535;1.1262;0.1283;54.7511;6.3814;0.843;400.986;4.13;25.09;1.457;3281.17;3325.09;1;23560546;0.122877;0.0738268;-0.0905185;-0.326825;-0.320972;0.977936;35.8868;-8.88352;-51.8274;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560684;48.5;56.3;0;0;0;-83.1;29.03;4.82;0.33;29.22;2651;0.234;1.1264;0.1283;54.7588;6.3814;639700;648262;229.304;0;61;-0.942;5.167;23560629;1.1263;0.1283;54.7553;6.3814;0.844;401.473;3.81;24.15;1.43;3281.29;3325.21;1;23560629;0.0183118;0.0647188;-0.0312963;-0.00747944;0.243044;0.984082;46.2696;12.5876;-24.4982;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560778;48.3;56.3;0;0;0;-84.8;56.75;11.47;0.07;56.81;2510;0.241;1.1267;0.1283;54.7722;6.3814;639721;648283;246.385;0;61;-1.648;6.307;23560685;1.1264;0.1283;54.7588;6.3814;0.844;401.703;8.46;44.18;1.359;3281.37;3325.29;1;23560685;-0.0253092;0.0535516;-0.00396179;0.045249;0.0134451;0.996872;8.9519;-7.11786;-27.8061;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560835;48.6;56.3;0;0;0;-84;39.32;7.03;-0.07;39.06;2549;0.2;1.1268;0.1283;54.7786;6.3814;639737;648299;258.37;0;61;-1.147;5.63;23560779;1.1267;0.1283;54.7722;6.3814;0.843;401.322;10.19;51.64;1.289;3281.49;3325.4;1;23560779;-0.0561123;0.0588962;0.0236682;-0.347019;-0.0591602;1.03074;33.4364;0.157726;-9.93437;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560929;48.9;56.3;0;0;0;-84.7;8.18;1.15;-0.36;7.94;2752;0.153;1.1269;0.1283;54.7806;6.3814;639762;648324;278.263;0;61;-0.361;4.353;23560835;1.1268;0.1283;54.7786;6.3814;0.844;401.345;4.21;26.09;1.308;3281.56;3325.48;1;23560836;-0.0922369;0.0795163;0.0305625;-0.429757;0.170459;1.02268;27.2525;-3.09128;-4.74274;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23560983;49;56.3;0;0;0;-84.1;-7.62;-0.69;-0.12;-7.83;2781;0.095;1.1269;0.1284;54.7806;6.3818;639779;648341;291.431;0;61;0.425;3.516;23560929;1.1269;0.1283;54.7806;6.3814;0.845;402.054;0.27;2.84;1.411;3281.7;3325.61;1;23560929;-0.111038;0.0804107;0.0242863;-0.0335512;0.251752;0.94862;-33.3766;8.75977;13.9298;23560000;-37.71144429;145.03633076;86.69116511;1.93940038;0.00000000;4.73911399;3.37125134;
23561079;48.9;56.3;0;0;0;-84.3;-8.96;-0.76;0.1;-8.86;2566;0.109;1.1269;0.1284;54.7806;6.3829;639802;648364;309.103;0;61;0.281;3.043;23560986;1.1269;0.1284;54.7806;6.3818;0.846;402.654;-1.17;-14.32;1.426;3281.78;3325.7;1;23560996;-0.0674751;0.0842949;0.00646649;0.153644;-0.502393;0.907696;-6.98618;22.1834;15.4605;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561135;48.9;56.3;0;0;0;-84.5;0.61;0.06;-0.05;0.58;2361;0.089;1.1269;0.1284;54.7807;6.3829;639815;648377;319.632;0;61;0.298;3.173;23561080;1.1269;0.1284;54.7806;6.3829;0.848;403.564;-0.19;-2.3;1.315;3281.89;3325.82;1;23561080;-0.0429796;0.0786531;-0.00434111;0.171352;-0.00890912;0.930448;-13.9228;2.32281;1.88782;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561229;48.9;56.3;0;0;0;-84.1;8.04;0.94;0.16;8.15;2178;0.139;1.1269;0.1284;54.7817;6.383;639834;648396;334.291;0;61;-0.14;3.404;23561135;1.1269;0.1284;54.7807;6.3829;0.849;404.098;-0.14;-1.56;1.208;3281.97;3325.89;1;23561146;-0.0170056;0.0757724;-0.00518634;0.0572988;0.150291;0.977411;-34.7921;6.6054;-1.8275;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561283;48.8;56.3;0;0;0;-84;14.9;1.84;-0.14;14.94;2201;0.165;1.1269;0.1284;54.7831;6.383;639848;648410;344.724;0;61;-0.528;3.868;23561229;1.1269;0.1284;54.7817;6.383;0.851;404.776;1.51;14.4;1.116;3282.06;3325.98;1;23561230;0.0698149;0.0741487;0.0177488;-0.236596;-0.317357;1.0341;-22.2232;-12.9964;-20.7642;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561380;48.9;56.3;0;0;0;-83.5;15.35;2.04;-0.06;15.28;2377;0.157;1.127;0.1284;54.7857;6.383;639869;648431;1.72122;0;61;-0.316;4.21;23561285;1.1269;0.1284;54.7831;6.383;0.852;405.153;2.65;19.44;1.131;3282.13;3326.05;1;23561296;0.090566;0.067852;0.0425715;-0.429125;-0.299011;1.05102;14.2953;-14.501;-28.5999;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561435;48.9;56.3;0;0;0;-83.7;11.87;1.56;0.29;11.84;2481;0.16;1.127;0.1284;54.787;6.383;639885;648447;13.4966;0;61;-0.512;4.21;23561380;1.127;0.1284;54.7857;6.383;0.853;405.662;1.65;12.09;1.22;3282.24;3326.16;1;23561380;0.0579912;0.0660106;0.0912364;-0.159697;0.0154194;1.03872;27.0947;-6.98254;-32.6728;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561529;48.9;56.3;0;0;0;-84.4;6.08;0.74;-0.13;6.01;2528;0.142;1.127;0.1284;54.7879;6.383;639908;648470;31.4802;0;61;-0.07;3.904;23561435;1.127;0.1284;54.787;6.383;0.853;406.031;1.31;10.6;1.274;3282.32;3326.24;1;23561436;0.0237152;0.0671688;0.119876;-0.120882;0.040476;1.021;11.5501;0.0124794;-23.8397;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561583;48.9;56.3;0;0;0;-84.4;6.09;0.71;0.15;6.05;2492;0.141;1.127;0.1284;54.7885;6.383;639922;648484;42.91;0;61;-0.147;3.803;23561529;1.127;0.1284;54.7879;6.383;0.855;406.665;0.76;6.47;1.297;3282.44;3326.36;1;23561529;0.0114511;0.0687147;0.149262;-0.0924945;-0.0648849;0.997041;3.46149;3.90375;-18.3347;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561680;48.9;56.3;0;0;0;-83.7;5.85;0.66;-0.04;5.82;2382;0.137;1.127;0.1284;54.7893;6.383;639944;648506;59.4594;0;61;-0.057;3.611;23561585;1.127;0.1284;54.7885;6.383;0.856;407.091;0.72;6.18;1.277;3282.52;3326.43;1;23561597;0.0134921;0.0670769;0.169916;-0.0296997;-0.0273737;0.990636;-3.937;4.2694;-18.127;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561735;48.9;56.3;0;0;0;-84.1;6.38;0.72;-0.12;6.35;2346;0.138;1.127;0.1284;54.7899;6.383;639958;648520;70.3678;0;61;-0.065;3.607;23561680;1.127;0.1284;54.7893;6.383;0.857;407.704;0.66;6.43;1.222;3282.62;3326.54;1;23561680;0.0301012;0.065101;0.198077;-0.0919319;-0.0168886;0.987844;-25.8408;1.77739;-21.9613;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561830;48.9;56.3;0;0;0;-84.8;10.1;1.21;-0.05;10.1;2334;0.144;1.1271;0.1284;54.7914;6.383;639979;648541;86.7414;0;61;-0.262;3.79;23561735;1.127;0.1284;54.7899;6.383;0.858;408.102;0.82;7.62;1.204;3282.7;3326.61;1;23561746;0.0709979;0.0650247;0.225961;-0.0536968;-0.237024;0.991301;-31.3027;1.5576;-30.9044;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561884;48.9;56.3;0;0;0;-84.7;12.51;1.58;0.14;12.48;2375;0.156;1.1271;0.1284;54.7926;6.383;639993;648555;97.9355;0;61;-0.385;4.037;23561830;1.1271;0.1284;54.7914;6.383;0.859;408.653;1.36;11.3;1.198;3282.8;3326.72;1;23561830;0.129348;0.0656663;0.290277;-0.098758;-0.25604;1.00138;1.92005;0.00965077;-45.2181;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23561980;48.8;56.3;0;0;0;-85;11.69;1.47;0;11.7;2382;0.16;1.1271;0.1284;54.7944;6.383;640014;648576;114.641;0;61;-0.378;3.978;23561886;1.1271;0.1284;54.7926;6.383;0.86;408.981;1.42;10.82;1.219;3282.88;3326.79;1;23561886;0.130288;0.0661941;0.341289;-0.0210047;-0.0452028;1.00262;3.75678;3.07917;-51.7363;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23562035;48.8;56.2;0;0;0;-84.8;17.13;2.3;0.23;17.14;2376;0.167;1.1272;0.1284;54.7962;6.383;640028;648590;125.615;0;61;-0.284;4.258;23561980;1.1271;0.1284;54.7944;6.383;0.861;409.467;2.21;16.38;1.222;3282.99;3326.91;1;23561980;0.157435;0.058389;0.43659;-0.13315;-0.222397;0.999484;-34.9154;4.65678;-70.7354;23561000;-37.71145037;145.03634276;86.73928795;1.57388586;0.00000000;4.73796942;3.37285974;
23562131;48.7;56.2;0;0;0;-84.5;23.62;3.47;0.1;23.68;2396;0.186;1.1273;0.1284;54.8003;6.383;640050;648612;142.458;0;61;-0.725;4.63;23562035;1.1272;0.1284;54.7962;6.383;0.861;409.725;2.45;18;1.219;3283.06;3326.98;1;23562035;0.198968;0.0536581;0.510227;-0.0278517;-0.310235;1.00786;-27.4692;6.27385;-81.8081;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562184;48.7;56.2;0;0;0;-84.7;28.93;4.67;-0.13;28.93;2496;0.2;1.1273;0.1284;54.8041;6.383;640065;648627;154.441;0;61;-0.721;5.115;23562131;1.1273;0.1284;54.8003;6.383;0.862;409.988;4.41;28.51;1.228;3283.17;3327.09;1;23562131;0.238777;0.0445095;0.656103;-0.174154;-0.294171;1.01894;5.64958;5.0542;-104.615;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562279;48.6;56.2;0;0;0;-84.3;29.53;4.94;0.2;29.55;2635;0.215;1.1275;0.1284;54.81;6.383;640089;648651;173.102;0;61;-1.025;5.307;23562186;1.1273;0.1284;54.8041;6.383;0.862;410.077;4.69;28.9;1.282;3283.25;3327.17;1;23562186;0.210232;0.0425593;0.769117;-0.146253;-0.0714066;1.01562;36.3007;7.303;-101.12;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562335;48.6;56.2;0;0;0;-83.3;32.76;5.82;-0.28;32.73;2737;0.218;1.1276;0.1284;54.8148;6.383;640106;648668;186.337;0;61;-1.051;5.624;23562280;1.1275;0.1284;54.81;6.383;0.862;410.153;5.88;33.18;1.353;3283.37;3327.29;1;23562280;0.12879;0.0388151;0.911931;-0.131115;-0.000781919;1.00334;20.6544;4.66033;-94.4548;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562429;48.5;56.2;0;0;0;-83.8;36.47;6.89;0.3;36.51;2877;0.248;1.1277;0.1284;54.823;6.383;640132;648694;206.65;0;61;-1.396;5.989;23562335;1.1276;0.1284;54.8148;6.383;0.862;410.135;5.65;31.77;1.405;3283.46;3327.38;1;23562346;0.0912686;0.041172;1.00565;0.0689245;0.233919;1.00194;4.15836;4.14116;-83.1131;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562514;48.5;56.2;0;0;0;-84;39.85;8.05;-0.16;39.84;3013;0.244;1.1279;0.1284;54.8295;6.383;640151;648713;221.226;0;61;-1.443;6.395;23562430;1.1277;0.1284;54.823;6.383;0.862;410.002;7.88;39.39;1.476;3283.59;3327.51;1;23562430;0.0743297;0.0398422;1.12823;-0.00180367;-0.161926;1.01833;32.8519;-1.91974;-76.3559;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562580;48.4;56.2;0;0;0;-85.4;41.47;8.83;0.13;41.5;3260;0.275;1.1281;0.1284;54.84;6.383;640181;648743;244.529;0;61;-1.902;6.75;23562516;1.1279;0.1284;54.8295;6.383;0.861;409.845;7.81;39.66;1.546;3283.69;3327.61;1;23562516;0.0264864;0.0423952;1.20714;-0.125576;0.120637;1.02547;38.9922;-4.38938;-65.9894;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562635;48.5;56.1;0;0;0;-85.2;39.93;8.91;-0.17;39.82;3487;0.268;1.1282;0.1284;54.8474;6.383;640203;648765;261.534;0;61;-1.775;7.095;23562581;1.1281;0.1284;54.84;6.383;0.861;409.534;10.15;44.64;1.674;3283.84;3327.76;1;23562581;-0.0585226;0.041533;1.29572;-0.0830556;0.321286;1.03358;34.5188;-5.78556;-46.3739;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562732;48.6;56.1;0;0;0;-85.7;32.69;7.06;0;32.63;3668;0.249;1.1284;0.1284;54.8561;6.383;640236;648798;287.522;0;61;-1.585;6.894;23562635;1.1282;0.1284;54.8474;6.383;0.86;409.31;7.81;35.46;1.79;3283.95;3327.87;1;23562636;-0.102462;0.04436;1.32989;0.0215425;0.195975;1.028;26.1775;1.60585;-26.2099;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23562884;48.6;56.2;0;0;0;-85.4;27.81;5.82;0.2;27.8;3722;0.264;1.1285;0.1284;54.8608;6.383;640259;648821;305.19;0;61;-1.544;6.717;23562732;1.1284;0.1284;54.8561;6.383;0.86;409.174;5.7;28.83;1.882;3284.13;3328.05;1;23562732;-0.134639;0.0404161;1.352;0.0173719;0.185736;1.01078;-2.53197;5.39416;-5.30476;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
23563019;48.4;56.1;0;0;0;-84;34.38;7.87;-0.29;34.36;4054;0.282;1.1289;0.1284;54.8796;6.383;640331;648893;0.996063;0;61;-1.748;7.333;23562885;1.1285;0.1284;54.8608;6.383;0.86;409.177;6.74;31;1.909;3284.24;3328.16;1;23562885;-0.115242;0.0288363;1.35761;0.023413;-0.106731;1.00615;8.16468;0.633992;-5.52096;23562000;-37.71145551;145.03634544;86.57535701;1.02856506;0.00000000;4.73873237;3.37178774;
