Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
1,2026-06-21T20:43:33.160Z,33.6528145,-117.3042013,390.6,3.41,-0.008,-0.010,1.001,0,0.48,-0.92,-0.36
2,2026-06-21T20:43:33.200Z,33.6528149,-117.3042013,390.6,3.45,0.000,-0.011,1.001,0,0.16,-0.66,-0.11
3,2026-06-21T20:43:33.240Z,33.6528152,-117.3042012,390.6,3.40,0.006,-0.012,1.002,0,0.06,-0.51,0.01
4,2026-06-21T20:43:33.280Z,33.6528153,-117.3042010,390.6,2.93,0.014,-0.012,1.002,0,0.07,-0.36,0.00
5,2026-06-21T20:43:33.320Z,33.6528156,-117.3042008,390.6,3.45,0.021,-0.012,1.002,0,0.03,-0.24,-0.01
6,2026-06-21T20:43:33.360Z,33.6528161,-117.3042007,390.6,3.53,0.024,-0.011,1.001,0,-0.06,-0.21,-0.20
7,2026-06-21T20:43:33.400Z,33.6528163,-117.3042006,390.6,3.41,0.026,-0.010,1.000,0,-0.35,-0.19,-0.36
8,2026-06-21T20:43:33.440Z,33.6528167,-117.3042004,390.6,3.62,0.029,-0.011,0.998,0,-0.96,0.08,-0.35
9,2026-06-21T20:43:33.480Z,33.6528173,-117.3042004,390.6,3.84,0.029,-0.013,0.997,0,-1.74,1.14,0.08
10,2026-06-21T20:43:33.520Z,33.6528175,-117.3042005,390.6,3.62,0.028,-0.017,0.998,0,-2.45,2.28,0.26
11,2026-06-21T20:43:33.560Z,33.6528179,-117.3042005,390.6,3.32,0.025,-0.021,0.999,0,-2.94,3.35,0.34
12,2026-06-21T20:43:33.600Z,33.6528181,-117.3042003,390.6,3.41,0.021,-0.023,1.001,0,-3.06,4.10,0.32
13,2026-06-21T20:43:33.640Z,33.6528186,-117.3042003,390.6,3.59,0.017,-0.023,1.002,0,-2.83,3.81,-0.11
14,2026-06-21T20:43:33.680Z,33.6528192,-117.3042002,390.6,3.95,0.015,-0.022,1.002,0,-2.39,2.90,-0.49
15,2026-06-21T20:43:33.720Z,33.6528198,-117.3042001,390.6,4.76,0.013,-0.020,1.000,0,-1.91,1.97,-0.59
16,2026-06-21T20:43:33.760Z,33.6528203,-117.3042000,390.6,4.78,0.013,-0.019,0.998,0,-1.54,1.11,-0.56
17,2026-06-21T20:43:33.800Z,33.6528205,-117.3041999,390.6,4.36,0.013,-0.018,0.997,0,-1.29,0.48,-0.45
18,2026-06-21T20:43:33.840Z,33.6528210,-117.3041996,390.5,4.62,0.014,-0.019,0.997,0,-1.13,0.40,-0.09
19,2026-06-21T20:43:33.880Z,33.6528215,-117.3041994,390.5,4.69,0.014,-0.020,0.998,0,-1.01,0.35,0.08
20,2026-06-21T20:43:33.920Z,33.6528220,-117.3041993,390.5,4.66,0.014,-0.020,1.001,0,-0.90,0.27,0.23
21,2026-06-21T20:43:33.960Z,33.6528223,-117.3041993,390.5,4.42,0.013,-0.017,1.005,0,-0.83,0.15,0.41
22,2026-06-21T20:43:34.040Z,33.6528233,-117.3041992,390.5,4.55,0.013,-0.013,1.005,0,-0.77,0.03,0.63
23,2026-06-21T20:43:34.080Z,33.6528237,-117.3041990,390.5,4.72,0.013,-0.010,1.003,0,-0.71,-0.03,0.89
24,2026-06-21T20:43:34.120Z,33.6528242,-117.3041989,390.5,4.77,0.013,-0.006,1.000,0,-0.66,-0.05,1.19
25,2026-06-21T20:43:34.160Z,33.6528246,-117.3041988,390.5,4.71,0.014,-0.002,0.997,0,-0.63,-0.06,1.53
26,2026-06-21T20:43:34.200Z,33.6528252,-117.3041987,390.5,4.69,0.015,0.000,0.996,0,-0.61,-0.04,1.87
27,2026-06-21T20:43:34.240Z,33.6528257,-117.3041987,390.5,4.66,0.015,0.002,0.996,0,-0.63,-0.03,2.21
28,2026-06-21T20:43:34.280Z,33.6528260,-117.3041985,390.5,4.51,0.015,0.004,0.998,0,-0.68,-0.05,2.54
29,2026-06-21T20:43:34.320Z,33.6528265,-117.3041984,390.5,4.83,0.015,0.004,1.000,0,-0.75,-0.07,2.85
30,2026-06-21T20:43:34.360Z,33.6528271,-117.3041983,390.5,4.97,0.015,0.003,1.001,0,-0.82,-0.07,3.14
31,2026-06-21T20:43:34.400Z,33.6528276,-117.3041982,390.5,5.04,0.015,0.000,1.000,0,-0.89,-0.06,3.40
32,2026-06-21T20:43:34.440Z,33.6528281,-117.3041981,390.5,5.08,0.016,-0.002,0.999,0,-0.96,-0.05,3.63
33,2026-06-21T20:43:34.480Z,33.6528285,-117.3041981,390.5,5.12,0.016,-0.005,0.998,0,-1.02,-0.03,3.80
34,2026-06-21T20:43:34.520Z,33.6528290,-117.3041980,390.5,5.11,0.016,-0.007,0.998,0,-1.07,-0.01,3.94
35,2026-06-21T20:43:34.560Z,33.6528296,-117.3041980,390.5,5.18,0.014,-0.010,1.001,0,-1.12,-0.01,4.04
36,2026-06-21T20:43:34.600Z,33.6528302,-117.3041979,390.5,5.74,0.013,-0.011,1.004,0,-1.11,-0.02,4.10
37,2026-06-21T20:43:34.640Z,33.6528307,-117.3041978,390.5,5.63,0.012,-0.014,1.005,0,-1.08,-0.02,4.15
38,2026-06-21T20:43:34.680Z,33.6528313,-117.3041975,390.5,5.52,0.011,-0.015,1.005,0,-1.00,0.00,4.19
39,2026-06-21T20:43:34.720Z,33.6528319,-117.3041975,390.5,5.47,0.011,-0.016,1.002,0,-0.92,0.04,4.23
40,2026-06-21T20:43:34.760Z,33.6528324,-117.3041975,390.5,5.57,0.011,-0.016,0.999,0,-0.83,0.12,4.27
41,2026-06-21T20:43:34.800Z,33.6528330,-117.3041973,390.5,5.60,0.010,-0.015,0.997,0,-0.76,0.19,4.32
42,2026-06-21T20:43:34.840Z,33.6528336,-117.3041972,390.4,6.02,0.009,-0.013,0.997,0,-0.70,0.21,4.36
43,2026-06-21T20:43:34.880Z,33.6528342,-117.3041970,390.5,5.63,0.007,-0.012,0.999,0,-0.68,0.20,4.40
44,2026-06-21T20:43:34.920Z,33.6528346,-117.3041969,390.5,5.75,0.006,-0.010,1.000,0,-0.68,0.18,4.45
45,2026-06-21T20:43:34.960Z,33.6528352,-117.3041969,390.5,5.82,0.004,-0.008,1.002,0,-0.71,0.18,4.51
46,2026-06-21T20:43:35.040Z,33.6528364,-117.3041967,390.4,5.78,0.001,-0.007,1.002,0,-0.76,0.17,4.58
47,2026-06-21T20:43:35.080Z,33.6528370,-117.3041967,390.4,6.11,0.000,-0.006,1.001,0,-0.79,0.16,4.68
48,2026-06-21T20:43:35.120Z,33.6528376,-117.3041966,390.4,6.07,-0.003,-0.005,1.000,0,-0.81,0.16,4.79
49,2026-06-21T20:43:35.160Z,33.6528383,-117.3041966,390.4,6.12,-0.005,-0.004,0.999,0,-0.82,0.17,4.91
50,2026-06-21T20:43:35.200Z,33.6528388,-117.3041965,390.4,5.79,-0.007,-0.003,0.998,0,-0.84,0.17,5.02
51,2026-06-21T20:43:35.240Z,33.6528395,-117.3041964,390.4,6.04,-0.009,-0.001,0.998,0,-0.88,0.19,5.13
52,2026-06-21T20:43:35.280Z,33.6528401,-117.3041964,390.4,5.95,-0.011,0.000,0.999,0,-0.94,0.22,5.24
53,2026-06-21T20:43:35.320Z,33.6528408,-117.3041964,390.4,6.07,-0.014,0.001,1.000,0,-1.00,0.24,5.36
54,2026-06-21T20:43:35.360Z,33.6528414,-117.3041964,390.4,6.02,-0.016,0.000,1.002,0,-1.05,0.23,5.49
55,2026-06-21T20:43:35.400Z,33.6528420,-117.3041963,390.4,6.00,-0.019,0.000,1.003,0,-1.06,0.19,5.62
56,2026-06-21T20:43:35.440Z,33.6528427,-117.3041963,390.4,6.13,-0.022,-0.002,1.003,0,-1.02,0.11,5.74
57,2026-06-21T20:43:35.480Z,33.6528433,-117.3041963,390.4,6.06,-0.024,-0.003,1.003,0,-0.96,0.00,5.85
58,2026-06-21T20:43:35.520Z,33.6528439,-117.3041963,390.4,6.14,-0.026,-0.002,1.003,0,-0.88,-0.10,5.96
59,2026-06-21T20:43:35.560Z,33.6528445,-117.3041963,390.4,6.15,-0.028,0.000,1.001,0,-0.80,-0.19,6.07
60,2026-06-21T20:43:35.600Z,33.6528451,-117.3041963,390.4,6.19,-0.029,0.002,1.000,0,-0.75,-0.23,6.19
61,2026-06-21T20:43:35.640Z,33.6528457,-117.3041963,390.4,6.25,-0.029,0.004,0.998,0,-0.73,-0.20,6.34
62,2026-06-21T20:43:35.680Z,33.6528463,-117.3041963,390.4,6.25,-0.029,0.005,0.997,0,-0.72,-0.15,6.49
63,2026-06-21T20:43:35.720Z,33.6528469,-117.3041963,390.4,6.22,-0.030,0.005,0.997,0,-0.75,-0.09,6.63
64,2026-06-21T20:43:35.760Z,33.6528475,-117.3041963,390.4,6.21,-0.031,0.006,0.999,0,-0.82,-0.06,6.76
65,2026-06-21T20:43:35.800Z,33.6528481,-117.3041964,390.4,5.93,-0.032,0.007,1.002,0,-0.93,-0.02,6.88
66,2026-06-21T20:43:35.840Z,33.6528485,-117.3041964,390.4,5.96,-0.034,0.007,1.004,0,-1.01,0.02,7.01
67,2026-06-21T20:43:35.880Z,33.6528491,-117.3041965,390.4,6.13,-0.036,0.005,1.004,0,-1.05,0.09,7.14
68,2026-06-21T20:43:35.920Z,33.6528497,-117.3041966,390.4,6.25,-0.037,0.002,1.002,0,-1.00,0.16,7.28
69,2026-06-21T20:43:35.960Z,33.6528503,-117.3041966,390.4,6.24,-0.038,-0.001,0.999,0,-0.84,0.21,7.40
70,2026-06-21T20:43:36.040Z,33.6528515,-117.3041967,390.4,5.58,-0.038,-0.001,0.997,0,-0.67,0.22,7.49
71,2026-06-21T20:43:36.080Z,33.6528522,-117.3041967,390.4,5.80,-0.039,0.002,0.997,0,-0.57,0.21,7.57
72,2026-06-21T20:43:36.120Z,33.6528528,-117.3041967,390.4,6.02,-0.039,0.006,0.998,0,-0.59,0.18,7.64
73,2026-06-21T20:43:36.160Z,33.6528534,-117.3041968,390.4,5.83,-0.040,0.010,0.999,0,-0.71,0.15,7.71
74,2026-06-21T20:43:36.200Z,33.6528540,-117.3041969,390.4,5.95,-0.040,0.011,1.001,0,-0.89,0.14,7.79
75,2026-06-21T20:43:36.240Z,33.6528546,-117.3041970,390.4,6.14,-0.040,0.008,1.001,0,-1.02,0.12,7.86
76,2026-06-21T20:43:36.280Z,33.6528553,-117.3041971,390.4,6.34,-0.040,0.003,0.999,0,-1.03,0.10,7.93
77,2026-06-21T20:43:36.320Z,33.6528559,-117.3041972,390.4,6.29,-0.039,0.000,0.998,0,-0.91,0.10,7.99
78,2026-06-21T20:43:36.360Z,33.6528564,-117.3041972,390.4,5.73,-0.040,0.000,0.998,0,-0.75,0.08,8.05
79,2026-06-21T20:43:36.400Z,33.6528570,-117.3041974,390.3,5.70,-0.041,0.003,1.000,0,-0.63,0.05,8.12
80,2026-06-21T20:43:36.440Z,33.6528576,-117.3041975,390.3,5.89,-0.042,0.010,1.003,0,-0.62,0.00,8.22
81,2026-06-21T20:43:36.480Z,33.6528582,-117.3041976,390.3,5.91,-0.043,0.017,1.004,0,-0.74,-0.06,8.34
82,2026-06-21T20:43:36.520Z,33.6528589,-117.3041978,390.3,6.02,-0.043,0.021,1.004,0,-0.95,-0.10,8.47
83,2026-06-21T20:43:36.560Z,33.6528593,-117.3041980,390.3,5.86,-0.043,0.021,1.002,0,-1.15,-0.12,8.61
84,2026-06-21T20:43:36.600Z,33.6528599,-117.3041981,390.3,5.44,-0.043,0.016,1.001,0,-1.26,-0.14,8.77
85,2026-06-21T20:43:36.640Z,33.6528604,-117.3041982,390.3,5.59,-0.043,0.010,1.001,0,-1.24,-0.18,8.92
86,2026-06-21T20:43:36.680Z,33.6528610,-117.3041984,390.3,6.01,-0.043,0.004,1.002,0,-1.10,-0.24,9.06
87,2026-06-21T20:43:36.720Z,33.6528616,-117.3041986,390.3,5.79,-0.043,0.003,1.003,0,-0.91,-0.33,9.16
88,2026-06-21T20:43:36.760Z,33.6528622,-117.3041987,390.3,5.82,-0.043,0.005,1.003,0,-0.74,-0.39,9.25
89,2026-06-21T20:43:36.800Z,33.6528627,-117.3041988,390.3,5.65,-0.043,0.009,1.001,0,-0.63,-0.41,9.32
90,2026-06-21T20:43:36.840Z,33.6528633,-117.3041989,390.3,5.55,-0.042,0.013,0.999,0,-0.58,-0.37,9.39
91,2026-06-21T20:43:36.880Z,33.6528639,-117.3041991,390.3,5.36,-0.042,0.014,0.998,0,-0.59,-0.32,9.48
92,2026-06-21T20:43:36.920Z,33.6528643,-117.3041992,390.3,5.44,-0.041,0.012,0.998,0,-0.64,-0.30,9.55
93,2026-06-21T20:43:36.960Z,33.6528649,-117.3041994,390.3,5.76,-0.040,0.009,0.998,0,-0.70,-0.30,9.59
94,2026-06-21T20:43:37.040Z,33.6528660,-117.3041998,390.3,5.80,-0.038,0.004,0.999,0,-0.77,-0.28,9.57
95,2026-06-21T20:43:37.080Z,33.6528666,-117.3042000,390.3,5.98,-0.035,0.000,1.000,0,-0.87,-0.25,9.47
96,2026-06-21T20:43:37.120Z,33.6528672,-117.3042003,390.3,5.67,-0.031,-0.002,1.000,0,-1.00,-0.22,9.32
97,2026-06-21T20:43:37.160Z,33.6528677,-117.3042004,390.2,5.52,-0.027,-0.005,1.001,0,-1.15,-0.18,9.11
98,2026-06-21T20:43:37.200Z,33.6528683,-117.3042005,390.2,5.59,-0.020,-0.009,1.002,0,-1.29,-0.15,8.89
99,2026-06-21T20:43:37.240Z,33.6528688,-117.3042007,390.2,5.65,-0.013,-0.012,1.003,0,-1.39,-0.16,8.65
100,2026-06-21T20:43:37.280Z,33.6528694,-117.3042008,390.2,5.71,-0.005,-0.016,1.002,0,-1.42,-0.17,8.42
101,2026-06-21T20:43:37.320Z,33.6528698,-117.3042010,390.2,5.64,0.002,-0.018,1.001,0,-1.39,-0.19,8.19
102,2026-06-21T20:43:37.360Z,33.6528704,-117.3042012,390.2,6.04,0.009,-0.019,0.999,0,-1.31,-0.21,7.98
103,2026-06-21T20:43:37.400Z,33.6528710,-117.3042013,390.2,5.95,0.014,-0.018,0.999,0,-1.20,-0.22,7.78
104,2026-06-21T20:43:37.440Z,33.6528715,-117.3042015,390.2,6.00,0.019,-0.017,1.000,0,-1.09,-0.22,7.60
105,2026-06-21T20:43:37.480Z,33.6528721,-117.3042016,390.2,5.96,0.022,-0.017,1.002,0,-1.00,-0.19,7.43
106,2026-06-21T20:43:37.520Z,33.6528728,-117.3042017,390.2,6.37,0.024,-0.016,1.005,0,-0.93,-0.17,7.26
107,2026-06-21T20:43:37.560Z,33.6528734,-117.3042019,390.2,6.44,0.025,-0.015,1.006,0,-0.88,-0.18,7.10
108,2026-06-21T20:43:37.600Z,33.6528741,-117.3042022,390.2,6.65,0.026,-0.012,1.005,0,-0.79,-0.21,6.98
109,2026-06-21T20:43:37.640Z,33.6528747,-117.3042024,390.2,6.57,0.027,-0.008,1.001,0,-0.66,-0.27,6.91
110,2026-06-21T20:43:37.680Z,33.6528753,-117.3042025,390.2,6.60,0.029,-0.002,0.998,0,-0.48,-0.33,6.94
111,2026-06-21T20:43:37.720Z,33.6528759,-117.3042027,390.2,6.49,0.030,0.005,0.995,0,-0.30,-0.37,7.05
112,2026-06-21T20:43:37.760Z,33.6528765,-117.3042029,390.2,6.49,0.031,0.013,0.995,0,-0.18,-0.37,7.24
113,2026-06-21T20:43:37.800Z,33.6528771,-117.3042030,390.2,6.48,0.031,0.022,0.998,0,-0.15,-0.34,7.50
114,2026-06-21T20:43:37.840Z,33.6528779,-117.3042032,390.2,6.56,0.030,0.029,1.003,0,-0.19,-0.31,7.81
115,2026-06-21T20:43:37.880Z,33.6528785,-117.3042034,390.2,6.75,0.029,0.034,1.006,0,-0.26,-0.29,8.18
116,2026-06-21T20:43:37.920Z,33.6528792,-117.3042037,390.1,6.88,0.028,0.036,1.008,0,-0.31,-0.31,8.59
117,2026-06-21T20:43:37.960Z,33.6528799,-117.3042039,390.1,7.08,0.027,0.039,1.007,0,-0.29,-0.41,9.06
118,2026-06-21T20:43:38.040Z,33.6528812,-117.3042044,390.1,7.50,0.027,0.046,1.006,0,-0.26,-0.52,9.63
119,2026-06-21T20:43:38.080Z,33.6528820,-117.3042047,390.1,7.63,0.028,0.053,1.006,0,-0.26,-0.58,10.24
120,2026-06-21T20:43:38.120Z,33.6528826,-117.3042050,390.1,7.35,0.029,0.062,1.005,0,-0.35,-0.56,10.86
121,2026-06-21T20:43:38.160Z,33.6528832,-117.3042053,390.1,7.03,0.032,0.067,1.005,0,-0.54,-0.47,11.49
122,2026-06-21T20:43:38.200Z,33.6528840,-117.3042055,390.1,7.01,0.035,0.068,1.003,0,-0.84,-0.33,12.05
123,2026-06-21T20:43:38.240Z,33.6528847,-117.3042058,390.1,7.34,0.039,0.062,0.999,0,-1.18,-0.18,12.46
124,2026-06-21T20:43:38.280Z,33.6528854,-117.3042063,390.1,7.65,0.043,0.050,0.996,0,-1.52,-0.09,12.72
125,2026-06-21T20:43:38.320Z,33.6528861,-117.3042067,390.1,7.96,0.047,0.035,0.994,0,-1.79,-0.06,12.81
126,2026-06-21T20:43:38.360Z,33.6528867,-117.3042071,390.1,7.64,0.050,0.019,0.994,0,-1.98,-0.07,12.73
127,2026-06-21T20:43:38.400Z,33.6528874,-117.3042074,390.1,7.64,0.052,0.001,0.996,0,-2.06,-0.10,12.48
128,2026-06-21T20:43:38.440Z,33.6528883,-117.3042078,390.1,8.05,0.055,-0.017,0.999,0,-2.03,-0.11,12.03
129,2026-06-21T20:43:38.480Z,33.6528891,-117.3042083,390.1,8.38,0.057,-0.039,1.001,0,-1.89,-0.07,11.37
130,2026-06-21T20:43:38.520Z,33.6528898,-117.3042086,390.0,8.49,0.058,-0.060,1.004,0,-1.70,0.02,10.50
131,2026-06-21T20:43:38.560Z,33.6528908,-117.3042090,390.0,8.72,0.057,-0.078,1.006,0,-1.54,0.13,9.40
132,2026-06-21T20:43:38.600Z,33.6528916,-117.3042094,390.0,9.12,0.055,-0.093,1.008,0,-1.47,0.22,8.12
133,2026-06-21T20:43:38.640Z,33.6528925,-117.3042098,390.1,8.93,0.052,-0.104,1.008,0,-1.52,0.26,6.68
134,2026-06-21T20:43:38.680Z,33.6528933,-117.3042101,390.1,8.84,0.049,-0.115,1.006,0,-1.66,0.26,5.11
135,2026-06-21T20:43:38.720Z,33.6528940,-117.3042102,390.1,8.57,0.045,-0.126,1.000,0,-1.81,0.24,3.44
136,2026-06-21T20:43:38.760Z,33.6528948,-117.3042108,390.0,8.60,0.042,-0.138,0.995,0,-1.86,0.24,1.74
137,2026-06-21T20:43:38.800Z,33.6528958,-117.3042111,390.0,8.84,0.039,-0.147,0.990,0,-1.77,0.29,0.00
138,2026-06-21T20:43:38.840Z,33.6528966,-117.3042113,390.0,9.16,0.037,-0.150,0.986,0,-1.58,0.37,-1.64
139,2026-06-21T20:43:38.880Z,33.6528976,-117.3042114,390.0,9.44,0.034,-0.146,0.987,0,-1.33,0.47,-3.12
140,2026-06-21T20:43:38.920Z,33.6528986,-117.3042117,390.0,9.81,0.031,-0.140,0.991,0,-1.08,0.53,-4.44
141,2026-06-21T20:43:38.960Z,33.6528994,-117.3042119,390.1,9.54,0.027,-0.136,0.996,0,-0.88,0.51,-5.73
142,2026-06-21T20:43:39.040Z,33.6529013,-117.3042123,390.0,9.81,0.024,-0.137,0.997,0,-0.71,0.44,-6.98
143,2026-06-21T20:43:39.080Z,33.6529023,-117.3042125,390.0,9.90,0.021,-0.141,0.997,0,-0.56,0.39,-8.18
144,2026-06-21T20:43:39.120Z,33.6529032,-117.3042126,390.0,9.60,0.018,-0.148,0.994,0,-0.41,0.38,-9.35
145,2026-06-21T20:43:39.160Z,33.6529042,-117.3042127,390.0,9.33,0.015,-0.153,0.992,0,-0.26,0.44,-10.49
146,2026-06-21T20:43:39.200Z,33.6529050,-117.3042127,390.0,9.33,0.013,-0.156,0.992,0,-0.12,0.58,-11.52
147,2026-06-21T20:43:39.240Z,33.6529061,-117.3042127,390.0,9.80,0.010,-0.155,0.995,0,-0.05,0.76,-12.47
148,2026-06-21T20:43:39.280Z,33.6529070,-117.3042128,390.0,10.14,0.007,-0.152,1.000,0,-0.02,0.91,-13.34
149,2026-06-21T20:43:39.320Z,33.6529080,-117.3042128,390.0,10.07,0.004,-0.148,1.002,0,-0.05,1.02,-14.10
150,2026-06-21T20:43:39.360Z,33.6529091,-117.3042129,390.1,9.84,0.002,-0.144,1.002,0,-0.14,1.07,-14.76
151,2026-06-21T20:43:39.400Z,33.6529100,-117.3042129,390.1,10.03,0.001,-0.141,0.998,0,-0.29,1.04,-15.34
152,2026-06-21T20:43:39.440Z,33.6529110,-117.3042130,390.0,10.34,0.000,-0.139,0.992,0,-0.48,0.93,-15.85
153,2026-06-21T20:43:39.480Z,33.6529120,-117.3042130,390.0,10.07,-0.002,-0.141,0.988,0,-0.67,0.78,-16.36
154,2026-06-21T20:43:39.520Z,33.6529130,-117.3042129,390.0,9.99,-0.004,-0.146,0.987,0,-0.81,0.66,-16.88
155,2026-06-21T20:43:39.560Z,33.6529140,-117.3042128,390.0,10.13,-0.008,-0.153,0.987,0,-0.87,0.62,-17.37
156,2026-06-21T20:43:39.600Z,33.6529152,-117.3042129,390.0,10.38,-0.012,-0.160,0.989,0,-0.81,0.64,-17.84
157,2026-06-21T20:43:39.640Z,33.6529161,-117.3042128,390.0,10.53,-0.017,-0.165,0.992,0,-0.65,0.67,-18.26
158,2026-06-21T20:43:39.680Z,33.6529172,-117.3042127,390.0,10.87,-0.022,-0.166,0.995,0,-0.50,0.68,-18.65
159,2026-06-21T20:43:39.720Z,33.6529183,-117.3042126,390.0,10.64,-0.026,-0.162,0.998,0,-0.41,0.65,-19.03
160,2026-06-21T20:43:39.760Z,33.6529193,-117.3042125,390.0,10.73,-0.030,-0.156,1.001,0,-0.42,0.60,-19.38
161,2026-06-21T20:43:39.800Z,33.6529203,-117.3042124,390.0,10.49,-0.033,-0.153,1.002,0,-0.50,0.55,-19.73
162,2026-06-21T20:43:39.840Z,33.6529214,-117.3042123,390.0,10.84,-0.037,-0.154,1.002,0,-0.52,0.51,-20.04
163,2026-06-21T20:43:39.880Z,33.6529225,-117.3042121,390.0,10.93,-0.040,-0.158,1.000,0,-0.41,0.48,-20.28
164,2026-06-21T20:43:39.920Z,33.6529234,-117.3042118,390.0,10.51,-0.043,-0.163,0.997,0,-0.19,0.46,-20.46
165,2026-06-21T20:43:39.960Z,33.6529244,-117.3042115,390.0,10.60,-0.045,-0.161,0.995,0,0.09,0.44,-20.59
166,2026-06-21T20:43:40.040Z,33.6529265,-117.3042110,389.9,10.72,-0.045,-0.152,0.994,0,0.27,0.34,-20.63
167,2026-06-21T20:43:40.080Z,33.6529275,-117.3042108,389.9,10.71,-0.044,-0.140,0.995,0,0.28,0.22,-20.60
168,2026-06-21T20:43:40.120Z,33.6529286,-117.3042105,389.9,10.67,-0.044,-0.130,0.997,0,0.15,0.08,-20.50
169,2026-06-21T20:43:40.160Z,33.6529296,-117.3042102,389.9,10.65,-0.045,-0.124,0.997,0,-0.01,-0.03,-20.36
170,2026-06-21T20:43:40.200Z,33.6529306,-117.3042098,389.9,10.59,-0.047,-0.124,0.994,0,-0.17,-0.13,-20.18
171,2026-06-21T20:43:40.240Z,33.6529316,-117.3042094,389.9,10.47,-0.048,-0.128,0.988,0,-0.21,-0.15,-20.00
172,2026-06-21T20:43:40.280Z,33.6529325,-117.3042090,389.9,10.21,-0.049,-0.128,0.983,0,-0.16,-0.11,-19.79
173,2026-06-21T20:43:40.320Z,33.6529335,-117.3042087,389.9,10.46,-0.048,-0.125,0.982,0,-0.09,-0.04,-19.57
174,2026-06-21T20:43:40.360Z,33.6529345,-117.3042083,389.9,10.69,-0.047,-0.118,0.985,0,-0.04,0.03,-19.30
175,2026-06-21T20:43:40.400Z,33.6529356,-117.3042080,389.9,10.65,-0.047,-0.112,0.991,0,-0.02,0.11,-18.99
176,2026-06-21T20:43:40.440Z,33.6529365,-117.3042077,389.9,10.38,-0.047,-0.107,0.997,0,-0.08,0.19,-18.64
177,2026-06-21T20:43:40.480Z,33.6529375,-117.3042072,389.8,10.47,-0.047,-0.106,1.001,0,-0.20,0.28,-18.32
178,2026-06-21T20:43:40.520Z,33.6529385,-117.3042069,389.8,10.30,-0.048,-0.108,1.000,0,-0.35,0.37,-18.03
179,2026-06-21T20:43:40.560Z,33.6529396,-117.3042065,389.8,10.48,-0.048,-0.111,0.997,0,-0.50,0.45,-17.80
180,2026-06-21T20:43:40.600Z,33.6529404,-117.3042060,389.8,10.31,-0.050,-0.115,0.994,0,-0.61,0.52,-17.62
181,2026-06-21T20:43:40.640Z,33.6529414,-117.3042056,389.8,10.53,-0.053,-0.119,0.992,0,-0.66,0.56,-17.48
182,2026-06-21T20:43:40.680Z,33.6529423,-117.3042051,389.8,10.24,-0.057,-0.124,0.993,0,-0.64,0.58,-17.38
183,2026-06-21T20:43:40.720Z,33.6529433,-117.3042046,389.8,10.36,-0.061,-0.128,0.997,0,-0.55,0.59,-17.30
184,2026-06-21T20:43:40.760Z,33.6529442,-117.3042040,389.8,10.39,-0.066,-0.129,1.003,0,-0.41,0.66,-17.25
185,2026-06-21T20:43:40.800Z,33.6529451,-117.3042035,389.8,10.12,-0.071,-0.129,1.006,0,-0.26,0.77,-17.22
186,2026-06-21T20:43:40.840Z,33.6529460,-117.3042032,389.8,9.87,-0.074,-0.128,1.006,0,-0.14,0.91,-17.19
187,2026-06-21T20:43:40.880Z,33.6529469,-117.3042026,389.8,9.87,-0.077,-0.126,1.001,0,-0.09,1.03,-17.17
188,2026-06-21T20:43:40.920Z,33.6529477,-117.3042020,389.8,9.90,-0.079,-0.125,0.995,0,-0.13,1.10,-17.18
189,2026-06-21T20:43:40.960Z,33.6529487,-117.3042014,389.8,9.95,-0.082,-0.127,0.991,0,-0.22,1.04,-17.23
190,2026-06-21T20:43:41.040Z,33.6529502,-117.3042001,389.8,9.82,-0.085,-0.129,0.991,0,-0.22,0.90,-17.29
191,2026-06-21T20:43:41.080Z,33.6529511,-117.3041995,389.8,9.63,-0.087,-0.131,0.995,0,-0.14,0.75,-17.35
192,2026-06-21T20:43:41.120Z,33.6529519,-117.3041989,389.8,9.76,-0.089,-0.131,1.000,0,-0.01,0.64,-17.40
193,2026-06-21T20:43:41.160Z,33.6529526,-117.3041983,389.8,9.41,-0.089,-0.126,1.002,0,0.05,0.59,-17.45
194,2026-06-21T20:43:41.200Z,33.6529535,-117.3041977,389.8,9.25,-0.087,-0.119,1.001,0,-0.01,0.62,-17.48
195,2026-06-21T20:43:41.240Z,33.6529542,-117.3041970,389.8,9.40,-0.085,-0.112,0.996,0,-0.23,0.68,-17.49
196,2026-06-21T20:43:41.280Z,33.6529549,-117.3041963,389.8,9.33,-0.084,-0.109,0.990,0,-0.48,0.72,-17.48
197,2026-06-21T20:43:41.320Z,33.6529557,-117.3041957,389.8,9.20,-0.084,-0.112,0.987,0,-0.65,0.70,-17.43
198,2026-06-21T20:43:41.360Z,33.6529565,-117.3041952,389.8,9.26,-0.084,-0.118,0.985,0,-0.66,0.61,-17.36
199,2026-06-21T20:43:41.400Z,33.6529572,-117.3041945,389.8,9.37,-0.085,-0.125,0.985,0,-0.50,0.49,-17.29
200,2026-06-21T20:43:41.440Z,33.6529578,-117.3041938,389.8,9.22,-0.085,-0.129,0.986,0,-0.24,0.39,-17.23
201,2026-06-21T20:43:41.480Z,33.6529586,-117.3041931,389.8,8.76,-0.084,-0.126,0.989,0,0.02,0.34,-17.19
202,2026-06-21T20:43:41.520Z,33.6529593,-117.3041925,389.8,8.97,-0.083,-0.120,0.992,0,0.24,0.32,-17.14
