Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
3147,2026-06-21T20:45:44.360Z,33.6526212,-117.3044470,391.1,0.08,-0.039,-0.018,0.999,0,-0.62,0.14,0.27
3148,2026-06-21T20:45:44.400Z,33.6526212,-117.3044470,391.1,0.18,-0.039,-0.018,0.999,0,-0.63,0.14,0.27
3149,2026-06-21T20:45:44.440Z,33.6526212,-117.3044470,391.1,0.10,-0.039,-0.018,0.999,0,-0.63,0.14,0.27
3150,2026-06-21T20:45:44.480Z,33.6526213,-117.3044470,391.1,0.21,-0.039,-0.018,0.999,0,-0.63,0.14,0.28
3151,2026-06-21T20:45:44.520Z,33.6526213,-117.3044470,391.1,0.10,-0.039,-0.018,0.999,0,-0.63,0.14,0.28
3152,2026-06-21T20:45:44.560Z,33.6526212,-117.3044470,391.1,0.15,-0.039,-0.018,1.000,0,-0.63,0.14,0.28
3153,2026-06-21T20:45:44.600Z,33.6526212,-117.3044470,391.1,0.31,-0.038,-0.018,1.000,0,-0.63,0.14,0.29
3154,2026-06-21T20:45:44.640Z,33.6526212,-117.3044470,391.1,0.08,-0.038,-0.018,1.000,0,-0.63,0.14,0.29
3155,2026-06-21T20:45:44.680Z,33.6526212,-117.3044470,391.1,0.13,-0.039,-0.018,1.000,0,-0.63,0.14,0.29
3156,2026-06-21T20:45:44.720Z,33.6526213,-117.3044470,391.1,0.11,-0.039,-0.018,1.000,0,-0.63,0.14,0.29
3157,2026-06-21T20:45:44.760Z,33.6526213,-117.3044470,391.1,0.16,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3158,2026-06-21T20:45:44.800Z,33.6526212,-117.3044470,391.1,0.13,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3159,2026-06-21T20:45:44.840Z,33.6526213,-117.3044470,391.1,0.06,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3160,2026-06-21T20:45:44.880Z,33.6526212,-117.3044470,391.1,0.13,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3161,2026-06-21T20:45:44.920Z,33.6526212,-117.3044470,391.1,0.02,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3162,2026-06-21T20:45:44.960Z,33.6526213,-117.3044470,391.1,0.09,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3163,2026-06-21T20:45:45.040Z,33.6526213,-117.3044470,391.1,0.04,-0.039,-0.018,1.000,0,-0.61,0.14,0.29
3164,2026-06-21T20:45:45.080Z,33.6526212,-117.3044470,391.1,0.21,-0.039,-0.018,1.000,0,-0.61,0.13,0.29
3165,2026-06-21T20:45:45.120Z,33.6526212,-117.3044470,391.1,0.15,-0.039,-0.018,1.000,0,-0.61,0.13,0.29
3166,2026-06-21T20:45:45.160Z,33.6526212,-117.3044470,391.1,0.07,-0.039,-0.018,1.000,0,-0.61,0.13,0.29
3167,2026-06-21T20:45:45.200Z,33.6526213,-117.3044470,391.1,0.25,-0.039,-0.018,1.000,0,-0.61,0.13,0.29
3168,2026-06-21T20:45:45.240Z,33.6526213,-117.3044470,391.1,0.21,-0.039,-0.018,1.000,0,-0.61,0.12,0.29
3169,2026-06-21T20:45:45.280Z,33.6526213,-117.3044470,391.1,0.19,-0.039,-0.018,1.000,0,-0.61,0.13,0.29
3170,2026-06-21T20:45:45.320Z,33.6526213,-117.3044470,391.1,0.25,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3171,2026-06-21T20:45:45.360Z,33.6526213,-117.3044470,391.1,0.04,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3172,2026-06-21T20:45:45.400Z,33.6526213,-117.3044470,391.1,0.15,-0.039,-0.018,1.000,0,-0.62,0.13,0.28
3173,2026-06-21T20:45:45.440Z,33.6526213,-117.3044470,391.1,0.10,-0.039,-0.019,1.000,0,-0.62,0.14,0.28
3174,2026-06-21T20:45:45.480Z,33.6526213,-117.3044470,391.1,0.16,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3175,2026-06-21T20:45:45.520Z,33.6526213,-117.3044470,391.1,0.12,-0.039,-0.019,1.000,0,-0.61,0.14,0.27
3176,2026-06-21T20:45:45.560Z,33.6526213,-117.3044470,391.1,0.08,-0.039,-0.019,1.000,0,-0.61,0.14,0.27
3177,2026-06-21T20:45:45.600Z,33.6526213,-117.3044470,391.1,0.06,-0.039,-0.019,1.000,0,-0.60,0.14,0.27
3178,2026-06-21T20:45:45.640Z,33.6526213,-117.3044470,391.1,0.10,-0.039,-0.018,1.000,0,-0.60,0.13,0.27
3179,2026-06-21T20:45:45.680Z,33.6526213,-117.3044470,391.1,0.05,-0.039,-0.018,1.000,0,-0.60,0.13,0.27
3180,2026-06-21T20:45:45.720Z,33.6526213,-117.3044470,391.1,0.12,-0.039,-0.018,1.000,0,-0.60,0.13,0.27
3181,2026-06-21T20:45:45.760Z,33.6526213,-117.3044470,391.1,0.17,-0.038,-0.018,1.000,0,-0.60,0.13,0.27
3182,2026-06-21T20:45:45.800Z,33.6526213,-117.3044470,391.1,0.15,-0.038,-0.018,1.000,0,-0.60,0.13,0.27
3183,2026-06-21T20:45:45.840Z,33.6526213,-117.3044470,391.1,0.15,-0.038,-0.018,1.000,0,-0.61,0.13,0.27
3184,2026-06-21T20:45:45.880Z,33.6526213,-117.3044470,391.1,0.13,-0.038,-0.018,1.000,0,-0.61,0.13,0.27
3185,2026-06-21T20:45:45.920Z,33.6526213,-117.3044470,391.1,0.18,-0.038,-0.018,1.000,0,-0.62,0.13,0.28
3186,2026-06-21T20:45:45.960Z,33.6526213,-117.3044470,391.1,0.33,-0.039,-0.018,1.000,0,-0.62,0.13,0.28
3187,2026-06-21T20:45:46.040Z,33.6526213,-117.3044470,391.1,0.13,-0.039,-0.018,1.000,0,-0.62,0.13,0.28
3188,2026-06-21T20:45:46.080Z,33.6526213,-117.3044470,391.1,0.12,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3189,2026-06-21T20:45:46.120Z,33.6526213,-117.3044470,391.1,0.28,-0.039,-0.018,1.000,0,-0.61,0.14,0.29
3190,2026-06-21T20:45:46.160Z,33.6526213,-117.3044470,391.1,0.17,-0.039,-0.018,1.000,0,-0.61,0.14,0.29
3191,2026-06-21T20:45:46.200Z,33.6526213,-117.3044470,391.1,0.21,-0.039,-0.018,1.000,0,-0.61,0.14,0.29
3192,2026-06-21T20:45:46.240Z,33.6526213,-117.3044470,391.1,0.13,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3193,2026-06-21T20:45:46.280Z,33.6526214,-117.3044470,391.1,0.24,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3194,2026-06-21T20:45:46.320Z,33.6526213,-117.3044470,391.1,0.17,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3195,2026-06-21T20:45:46.360Z,33.6526213,-117.3044470,391.1,0.07,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3196,2026-06-21T20:45:46.400Z,33.6526214,-117.3044470,391.1,0.08,-0.039,-0.018,1.000,0,-0.61,0.14,0.27
3197,2026-06-21T20:45:46.440Z,33.6526213,-117.3044470,391.1,0.04,-0.039,-0.018,1.000,0,-0.60,0.14,0.27
3198,2026-06-21T20:45:46.480Z,33.6526214,-117.3044470,391.1,0.03,-0.039,-0.018,1.000,0,-0.61,0.14,0.27
3199,2026-06-21T20:45:46.520Z,33.6526214,-117.3044470,391.1,0.27,-0.039,-0.018,1.000,0,-0.61,0.13,0.27
3200,2026-06-21T20:45:46.560Z,33.6526214,-117.3044470,391.1,0.09,-0.039,-0.018,1.000,0,-0.61,0.13,0.28
3201,2026-06-21T20:45:46.600Z,33.6526214,-117.3044470,391.1,0.07,-0.039,-0.018,1.000,0,-0.62,0.13,0.28
3202,2026-06-21T20:45:46.640Z,33.6526214,-117.3044470,391.1,0.14,-0.039,-0.018,1.000,0,-0.62,0.13,0.28
3203,2026-06-21T20:45:46.680Z,33.6526214,-117.3044470,391.1,0.12,-0.039,-0.018,1.000,0,-0.63,0.13,0.28
3204,2026-06-21T20:45:46.720Z,33.6526214,-117.3044470,391.1,0.05,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3205,2026-06-21T20:45:46.760Z,33.6526214,-117.3044470,391.1,0.27,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3206,2026-06-21T20:45:46.800Z,33.6526214,-117.3044470,391.1,0.08,-0.039,-0.018,1.000,0,-0.62,0.12,0.29
3207,2026-06-21T20:45:46.840Z,33.6526214,-117.3044470,391.1,0.19,-0.039,-0.018,1.000,0,-0.62,0.12,0.29
3208,2026-06-21T20:45:46.880Z,33.6526214,-117.3044470,391.1,0.26,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3209,2026-06-21T20:45:46.920Z,33.6526214,-117.3044470,391.2,0.12,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3210,2026-06-21T20:45:46.960Z,33.6526214,-117.3044469,391.2,0.30,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3211,2026-06-21T20:45:47.040Z,33.6526214,-117.3044470,391.1,0.12,-0.039,-0.018,0.999,0,-0.62,0.13,0.29
3212,2026-06-21T20:45:47.080Z,33.6526214,-117.3044470,391.2,0.06,-0.039,-0.018,0.999,0,-0.62,0.13,0.29
3213,2026-06-21T20:45:47.120Z,33.6526214,-117.3044470,391.2,0.13,-0.039,-0.018,0.999,0,-0.61,0.13,0.29
3214,2026-06-21T20:45:47.160Z,33.6526214,-117.3044470,391.2,0.03,-0.039,-0.018,0.999,0,-0.61,0.13,0.29
3215,2026-06-21T20:45:47.200Z,33.6526214,-117.3044470,391.2,0.05,-0.039,-0.018,0.999,0,-0.61,0.13,0.29
3216,2026-06-21T20:45:47.240Z,33.6526214,-117.3044470,391.2,0.12,-0.039,-0.018,0.999,0,-0.61,0.14,0.28
3217,2026-06-21T20:45:47.280Z,33.6526215,-117.3044470,391.2,0.10,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3218,2026-06-21T20:45:47.320Z,33.6526214,-117.3044470,391.2,0.18,-0.039,-0.018,1.000,0,-0.61,0.15,0.28
3219,2026-06-21T20:45:47.360Z,33.6526214,-117.3044470,391.2,0.05,-0.039,-0.018,1.000,0,-0.61,0.15,0.28
3220,2026-06-21T20:45:47.400Z,33.6526215,-117.3044470,391.2,0.05,-0.039,-0.018,1.000,0,-0.60,0.15,0.27
3221,2026-06-21T20:45:47.440Z,33.6526215,-117.3044470,391.1,0.11,-0.039,-0.018,1.000,0,-0.60,0.14,0.27
3222,2026-06-21T20:45:47.480Z,33.6526215,-117.3044470,391.2,0.14,-0.039,-0.019,1.000,0,-0.60,0.14,0.27
3223,2026-06-21T20:45:47.520Z,33.6526215,-117.3044470,391.2,0.04,-0.039,-0.019,1.000,0,-0.60,0.14,0.28
3224,2026-06-21T20:45:47.560Z,33.6526215,-117.3044470,391.2,0.09,-0.039,-0.019,1.000,0,-0.60,0.14,0.28
3225,2026-06-21T20:45:47.600Z,33.6526215,-117.3044470,391.2,0.26,-0.038,-0.019,1.000,0,-0.61,0.14,0.28
3226,2026-06-21T20:45:47.640Z,33.6526215,-117.3044470,391.2,0.13,-0.038,-0.019,1.000,0,-0.61,0.14,0.28
3227,2026-06-21T20:45:47.680Z,33.6526215,-117.3044470,391.2,0.13,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3228,2026-06-21T20:45:47.720Z,33.6526215,-117.3044470,391.2,0.23,-0.039,-0.018,1.000,0,-0.61,0.15,0.29
3229,2026-06-21T20:45:47.760Z,33.6526215,-117.3044470,391.1,0.12,-0.039,-0.019,1.000,0,-0.61,0.15,0.29
3230,2026-06-21T20:45:47.800Z,33.6526215,-117.3044470,391.2,0.17,-0.039,-0.019,1.000,0,-0.61,0.15,0.29
3231,2026-06-21T20:45:47.840Z,33.6526215,-117.3044470,391.2,0.10,-0.039,-0.019,1.000,0,-0.61,0.15,0.29
3232,2026-06-21T20:45:47.880Z,33.6526215,-117.3044470,391.2,0.13,-0.039,-0.019,1.000,0,-0.60,0.15,0.28
3233,2026-06-21T20:45:47.920Z,33.6526216,-117.3044470,391.2,0.16,-0.039,-0.019,1.000,0,-0.60,0.15,0.28
3234,2026-06-21T20:45:47.960Z,33.6526216,-117.3044470,391.2,0.12,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3235,2026-06-21T20:45:48.040Z,33.6526216,-117.3044470,391.2,0.17,-0.039,-0.018,1.000,0,-0.59,0.15,0.27
3236,2026-06-21T20:45:48.080Z,33.6526216,-117.3044470,391.2,0.17,-0.039,-0.018,1.000,0,-0.59,0.15,0.27
3237,2026-06-21T20:45:48.120Z,33.6526216,-117.3044469,391.2,0.03,-0.039,-0.018,1.000,0,-0.59,0.15,0.27
3238,2026-06-21T20:45:48.160Z,33.6526216,-117.3044469,391.2,0.15,-0.039,-0.018,1.000,0,-0.59,0.15,0.27
3239,2026-06-21T20:45:48.200Z,33.6526216,-117.3044469,391.2,0.01,-0.039,-0.018,1.000,0,-0.60,0.14,0.27
3240,2026-06-21T20:45:48.240Z,33.6526216,-117.3044469,391.2,0.12,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3241,2026-06-21T20:45:48.280Z,33.6526216,-117.3044469,391.2,0.05,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3242,2026-06-21T20:45:48.320Z,33.6526216,-117.3044469,391.2,0.06,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3243,2026-06-21T20:45:48.360Z,33.6526216,-117.3044469,391.2,0.08,-0.039,-0.018,1.000,0,-0.60,0.15,0.29
3244,2026-06-21T20:45:48.400Z,33.6526216,-117.3044469,391.2,0.15,-0.039,-0.018,1.000,0,-0.60,0.15,0.29
3245,2026-06-21T20:45:48.440Z,33.6526216,-117.3044469,391.2,0.08,-0.039,-0.018,1.000,0,-0.61,0.15,0.29
3246,2026-06-21T20:45:48.480Z,33.6526216,-117.3044469,391.2,0.15,-0.039,-0.018,1.000,0,-0.61,0.15,0.29
3247,2026-06-21T20:45:48.520Z,33.6526216,-117.3044469,391.2,0.12,-0.038,-0.018,1.000,0,-0.61,0.15,0.28
3248,2026-06-21T20:45:48.560Z,33.6526216,-117.3044469,391.2,0.18,-0.039,-0.019,1.000,0,-0.61,0.15,0.28
3249,2026-06-21T20:45:48.600Z,33.6526216,-117.3044469,391.2,0.22,-0.039,-0.019,1.000,0,-0.61,0.15,0.28
3250,2026-06-21T20:45:48.640Z,33.6526216,-117.3044469,391.2,0.01,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3251,2026-06-21T20:45:48.680Z,33.6526216,-117.3044469,391.2,0.02,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3252,2026-06-21T20:45:48.720Z,33.6526216,-117.3044469,391.2,0.06,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3253,2026-06-21T20:45:48.760Z,33.6526216,-117.3044469,391.2,0.13,-0.039,-0.019,1.000,0,-0.61,0.13,0.29
3254,2026-06-21T20:45:48.800Z,33.6526216,-117.3044469,391.2,0.12,-0.039,-0.019,1.000,0,-0.61,0.13,0.29
3255,2026-06-21T20:45:48.840Z,33.6526216,-117.3044469,391.2,0.03,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3256,2026-06-21T20:45:48.880Z,33.6526216,-117.3044469,391.2,0.06,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3257,2026-06-21T20:45:48.920Z,33.6526217,-117.3044469,391.2,0.18,-0.039,-0.018,1.000,0,-0.62,0.14,0.29
3258,2026-06-21T20:45:48.960Z,33.6526217,-117.3044469,391.2,0.12,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3259,2026-06-21T20:45:49.040Z,33.6526216,-117.3044469,391.2,0.30,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3260,2026-06-21T20:45:49.080Z,33.6526217,-117.3044469,391.2,0.15,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3261,2026-06-21T20:45:49.120Z,33.6526217,-117.3044469,391.2,0.10,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3262,2026-06-21T20:45:49.160Z,33.6526217,-117.3044469,391.2,0.10,-0.039,-0.019,1.000,0,-0.60,0.14,0.29
3263,2026-06-21T20:45:49.200Z,33.6526217,-117.3044469,391.2,0.22,-0.039,-0.019,1.000,0,-0.60,0.14,0.29
3264,2026-06-21T20:45:49.240Z,33.6526217,-117.3044469,391.2,0.13,-0.039,-0.019,1.000,0,-0.60,0.15,0.29
3265,2026-06-21T20:45:49.280Z,33.6526217,-117.3044469,391.2,0.08,-0.039,-0.019,1.000,0,-0.60,0.15,0.29
3266,2026-06-21T20:45:49.320Z,33.6526217,-117.3044469,391.2,0.11,-0.039,-0.019,1.000,0,-0.60,0.15,0.29
3267,2026-06-21T20:45:49.360Z,33.6526217,-117.3044469,391.2,0.06,-0.039,-0.018,1.000,0,-0.60,0.15,0.29
3268,2026-06-21T20:45:49.400Z,33.6526218,-117.3044469,391.2,0.12,-0.039,-0.018,1.000,0,-0.60,0.14,0.29
3269,2026-06-21T20:45:49.440Z,33.6526218,-117.3044469,391.2,0.12,-0.039,-0.018,1.000,0,-0.60,0.14,0.29
3270,2026-06-21T20:45:49.480Z,33.6526218,-117.3044469,391.2,0.10,-0.039,-0.018,1.000,0,-0.60,0.14,0.28
3271,2026-06-21T20:45:49.520Z,33.6526218,-117.3044469,391.2,0.20,-0.039,-0.018,1.000,0,-0.61,0.13,0.28
3272,2026-06-21T20:45:49.560Z,33.6526218,-117.3044469,391.2,0.19,-0.039,-0.018,1.000,0,-0.62,0.13,0.29
3273,2026-06-21T20:45:49.600Z,33.6526218,-117.3044469,391.2,0.21,-0.039,-0.019,1.000,0,-0.62,0.13,0.29
3274,2026-06-21T20:45:49.640Z,33.6526218,-117.3044469,391.2,0.13,-0.039,-0.019,1.000,0,-0.62,0.13,0.29
3275,2026-06-21T20:45:49.680Z,33.6526218,-117.3044469,391.2,0.15,-0.039,-0.019,1.000,0,-0.62,0.14,0.29
3276,2026-06-21T20:45:49.720Z,33.6526218,-117.3044469,391.2,0.17,-0.039,-0.019,1.000,0,-0.62,0.14,0.29
3277,2026-06-21T20:45:49.760Z,33.6526219,-117.3044469,391.2,0.18,-0.039,-0.019,1.000,0,-0.62,0.14,0.29
3278,2026-06-21T20:45:49.800Z,33.6526219,-117.3044469,391.2,0.16,-0.039,-0.019,1.000,0,-0.62,0.14,0.29
3279,2026-06-21T20:45:49.840Z,33.6526218,-117.3044469,391.2,0.22,-0.039,-0.019,1.000,0,-0.61,0.15,0.28
3280,2026-06-21T20:45:49.880Z,33.6526218,-117.3044469,391.2,0.17,-0.039,-0.018,1.000,0,-0.61,0.15,0.28
3281,2026-06-21T20:45:49.920Z,33.6526219,-117.3044469,391.2,0.16,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3282,2026-06-21T20:45:49.960Z,33.6526219,-117.3044469,391.2,0.23,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3283,2026-06-21T20:45:50.040Z,33.6526219,-117.3044469,391.2,0.09,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3284,2026-06-21T20:45:50.080Z,33.6526219,-117.3044469,391.2,0.04,-0.039,-0.018,1.000,0,-0.60,0.15,0.28
3285,2026-06-21T20:45:50.120Z,33.6526219,-117.3044469,391.2,0.05,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3286,2026-06-21T20:45:50.160Z,33.6526220,-117.3044469,391.2,0.10,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3287,2026-06-21T20:45:50.200Z,33.6526219,-117.3044469,391.2,0.09,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3288,2026-06-21T20:45:50.240Z,33.6526221,-117.3044469,391.2,0.02,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3289,2026-06-21T20:45:50.280Z,33.6526221,-117.3044469,391.2,0.12,-0.039,-0.019,1.000,0,-0.59,0.15,0.28
3290,2026-06-21T20:45:50.320Z,33.6526221,-117.3044469,391.2,0.10,-0.039,-0.019,1.000,0,-0.59,0.15,0.28
3291,2026-06-21T20:45:50.360Z,33.6526221,-117.3044469,391.2,0.09,-0.039,-0.019,1.000,0,-0.59,0.15,0.28
3292,2026-06-21T20:45:50.400Z,33.6526221,-117.3044469,391.2,0.17,-0.039,-0.019,1.000,0,-0.60,0.14,0.28
3293,2026-06-21T20:45:50.440Z,33.6526221,-117.3044469,391.2,0.10,-0.038,-0.019,1.000,0,-0.60,0.14,0.28
3294,2026-06-21T20:45:50.480Z,33.6526221,-117.3044469,391.2,0.08,-0.038,-0.019,1.000,0,-0.61,0.14,0.28
3295,2026-06-21T20:45:50.520Z,33.6526221,-117.3044469,391.2,0.12,-0.039,-0.019,1.000,0,-0.62,0.14,0.28
3296,2026-06-21T20:45:50.560Z,33.6526221,-117.3044469,391.2,0.06,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3297,2026-06-21T20:45:50.600Z,33.6526221,-117.3044469,391.2,0.19,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3298,2026-06-21T20:45:50.640Z,33.6526222,-117.3044469,391.2,0.18,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3299,2026-06-21T20:45:50.680Z,33.6526222,-117.3044469,391.2,0.08,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3300,2026-06-21T20:45:50.720Z,33.6526222,-117.3044469,391.2,0.21,-0.039,-0.018,1.000,0,-0.61,0.15,0.28
3301,2026-06-21T20:45:50.760Z,33.6526222,-117.3044469,391.2,0.09,-0.038,-0.018,1.000,0,-0.61,0.14,0.28
3302,2026-06-21T20:45:50.800Z,33.6526222,-117.3044469,391.2,0.09,-0.038,-0.018,1.000,0,-0.60,0.14,0.28
3303,2026-06-21T20:45:50.840Z,33.6526222,-117.3044469,391.2,0.17,-0.038,-0.018,1.000,0,-0.60,0.14,0.28
3304,2026-06-21T20:45:50.880Z,33.6526222,-117.3044470,391.2,0.01,-0.038,-0.018,1.000,0,-0.59,0.14,0.28
3305,2026-06-21T20:45:50.920Z,33.6526222,-117.3044470,391.2,0.15,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3306,2026-06-21T20:45:50.960Z,33.6526222,-117.3044470,391.2,0.09,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3307,2026-06-21T20:45:51.040Z,33.6526222,-117.3044470,391.2,0.33,-0.039,-0.018,1.000,0,-0.59,0.15,0.28
3308,2026-06-21T20:45:51.080Z,33.6526222,-117.3044471,391.2,0.18,-0.039,-0.018,1.000,0,-0.59,0.15,0.29
3309,2026-06-21T20:45:51.120Z,33.6526222,-117.3044471,391.2,0.22,-0.039,-0.019,1.000,0,-0.60,0.15,0.29
3310,2026-06-21T20:45:51.160Z,33.6526222,-117.3044471,391.2,0.19,-0.039,-0.019,1.000,0,-0.59,0.15,0.29
3311,2026-06-21T20:45:51.200Z,33.6526222,-117.3044470,391.2,0.12,-0.039,-0.019,1.000,0,-0.59,0.14,0.29
3312,2026-06-21T20:45:51.240Z,33.6526222,-117.3044470,391.2,0.10,-0.039,-0.019,1.000,0,-0.59,0.14,0.28
3313,2026-06-21T20:45:51.280Z,33.6526222,-117.3044471,391.2,0.06,-0.039,-0.018,1.000,0,-0.59,0.14,0.28
3314,2026-06-21T20:45:51.320Z,33.6526222,-117.3044471,391.2,0.04,-0.039,-0.018,1.000,0,-0.61,0.14,0.28
3315,2026-06-21T20:45:51.360Z,33.6526222,-117.3044470,391.2,0.20,-0.039,-0.018,1.000,0,-0.62,0.14,0.28
3316,2026-06-21T20:45:51.400Z,33.6526222,-117.3044471,391.2,0.51,-0.038,-0.019,1.000,0,-0.63,0.14,0.28
3317,2026-06-21T20:45:51.440Z,33.6526222,-117.3044471,391.2,0.35,-0.038,-0.019,0.999,0,-0.62,0.14,0.28
3318,2026-06-21T20:45:51.480Z,33.6526222,-117.3044470,391.2,0.43,-0.038,-0.019,1.000,0,-0.60,0.14,0.28
3319,2026-06-21T20:45:51.520Z,33.6526222,-117.3044470,391.2,0.47,-0.038,-0.019,1.000,0,-0.59,0.14,0.28
3320,2026-06-21T20:45:51.560Z,33.6526222,-117.3044470,391.1,0.22,-0.039,-0.018,1.000,0,-0.58,0.14,0.28
3321,2026-06-21T20:45:51.600Z,33.6526222,-117.3044470,391.1,0.20,-0.039,-0.017,1.000,0,-0.59,0.14,0.28
3322,2026-06-21T20:45:51.640Z,33.6526222,-117.3044470,391.1,0.37,-0.039,-0.018,1.000,0,-0.60,0.14,0.28
3323,2026-06-21T20:45:51.680Z,33.6526223,-117.3044470,391.2,0.33,-0.039,-0.019,1.000,0,-0.61,0.14,0.28
3324,2026-06-21T20:45:51.720Z,33.6526223,-117.3044470,391.2,0.08,-0.039,-0.020,0.999,0,-0.60,0.14,0.28
3325,2026-06-21T20:45:51.760Z,33.6526223,-117.3044470,391.2,0.25,-0.039,-0.020,0.999,0,-0.58,0.14,0.28
3326,2026-06-21T20:45:51.800Z,33.6526222,-117.3044470,391.2,0.45,-0.039,-0.019,1.000,0,-0.56,0.14,0.28
3327,2026-06-21T20:45:51.840Z,33.6526222,-117.3044471,391.2,0.24,-0.039,-0.018,1.000,0,-0.56,0.14,0.27
3328,2026-06-21T20:45:51.880Z,33.6526222,-117.3044470,391.2,0.05,-0.039,-0.017,0.999,0,-0.56,0.14,0.27
3329,2026-06-21T20:45:51.920Z,33.6526223,-117.3044470,391.2,0.24,-0.039,-0.017,0.999,0,-0.58,0.13,0.27
3330,2026-06-21T20:45:51.960Z,33.6526223,-117.3044470,391.1,0.35,-0.039,-0.018,0.999,0,-0.58,0.13,0.28
3331,2026-06-21T20:45:52.040Z,33.6526223,-117.3044470,391.2,0.27,-0.039,-0.018,0.999,0,-0.58,0.14,0.28
3332,2026-06-21T20:45:52.080Z,33.6526223,-117.3044470,391.2,0.18,-0.039,-0.018,0.999,0,-0.57,0.14,0.28
3333,2026-06-21T20:45:52.120Z,33.6526223,-117.3044470,391.2,0.50,-0.039,-0.018,0.999,0,-0.57,0.14,0.28
3334,2026-06-21T20:45:52.160Z,33.6526223,-117.3044470,391.2,0.12,-0.039,-0.018,0.999,0,-0.58,0.14,0.29
3335,2026-06-21T20:45:52.200Z,33.6526224,-117.3044470,391.2,0.24,-0.039,-0.018,0.999,0,-0.59,0.14,0.29
3336,2026-06-21T20:45:52.240Z,33.6526224,-117.3044470,391.1,0.18,-0.039,-0.018,0.999,0,-0.59,0.14,0.29
3337,2026-06-21T20:45:52.280Z,33.6526224,-117.3044470,391.1,0.09,-0.039,-0.019,0.999,0,-0.59,0.14,0.28
3338,2026-06-21T20:45:52.320Z,33.6526224,-117.3044470,391.1,0.24,-0.039,-0.019,0.999,0,-0.59,0.14,0.28
3339,2026-06-21T20:45:52.360Z,33.6526224,-117.3044471,391.1,0.20,-0.039,-0.018,1.000,0,-0.59,0.14,0.28
3340,2026-06-21T20:45:52.400Z,33.6526224,-117.3044471,391.1,0.23,-0.039,-0.018,0.999,0,-0.59,0.14,0.28
3341,2026-06-21T20:45:52.440Z,33.6526224,-117.3044470,391.1,0.20,-0.039,-0.018,0.999,0,-0.61,0.14,0.28
3342,2026-06-21T20:45:52.480Z,33.6526224,-117.3044470,391.1,0.43,-0.038,-0.018,1.000,0,-0.62,0.13,0.28
3343,2026-06-21T20:45:52.520Z,33.6526225,-117.3044470,391.1,0.31,-0.039,-0.019,1.000,0,-0.63,0.13,0.28
3344,2026-06-21T20:45:52.560Z,33.6526225,-117.3044470,391.1,0.15,-0.039,-0.019,1.000,0,-0.63,0.13,0.28
3345,2026-06-21T20:45:52.600Z,33.6526225,-117.3044470,391.1,0.07,-0.039,-0.019,1.000,0,-0.63,0.13,0.28
